BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,OccasionDate,LayYear,SexEstimate,LastSighting,TerritoryID,FieldPeriodID,BreedGroupID
58,6573.381169,1711,A,25.6,,16.4,12/06/2003,2001,1,18/11/2005,39,30,2581
1068,28688.17701,1712,A,24.3,,16.1,19/08/2002,2001,0,23/07/2005,77,41,819
1068,1876.856754,1712,A,24.3,,16.1,19/08/2002,2001,0,23/07/2005,77,41,819
1076,6789.764803,1715,A,24.0,,14.0,22/08/2002,2001,0,22/08/2002,165,41,852
1076,6304.028216,1715,A,24.0,,14.0,22/08/2002,2001,0,22/08/2002,165,41,852
558,1528.55795,1716,A,24.6,,15.9,25/07/2005,2002,0,30/08/2014,173,37,751
2917,4803.365835,1716,A,25.0,,15.5,29/11/2005,2002,0,30/08/2014,173,54,6398
1080,5459.263535,1717,A,24.3,,15.7,23/08/2002,2001,0,31/08/2014,92,41,825
3199,5232.532427,1717,A,24.4,,15.3,17/08/2006,2001,0,31/08/2014,92,75,3829
88,3168.962258,1720,A,26.2,,15.0,25/06/2003,2001,1,05/08/2006,25,30,463
482,5383.435958,1722,A,26.5,,17.5,15/06/2005,2001,1,24/09/2012,87,37,710
555,7336.367381,1722,A,25.5,,18.0,27/07/2005,2001,1,24/09/2012,87,37,710
555,2991.022914,1722,A,25.5,,18.0,27/07/2005,2001,1,24/09/2012,87,37,710
555,5488.154766,1722,A,25.5,,18.0,27/07/2005,2001,1,24/09/2012,87,37,710
1085,8769.663404,1722,A,26.0,,16.5,27/08/2002,2001,1,24/09/2012,90,41,3323
286,4310.289923,1723,A,26.0,,15.0,25/05/2004,2002,1,18/12/2004,24,32,2724
1087,5389.585583,1724,A,25.9,,16.0,29/08/2002,2001,1,25/05/2004,11,41,783
382,5685.166755,1725,A,25.1,,15.6,06/07/2004,2001,0,10/12/2005,155,34,2870
493,4687.668098,1725,A,25.1,,16.0,17/06/2005,2001,0,10/12/2005,155,37,744
136,5330.036055,1728,A,26.1,,17.2,17/07/2003,2001,1,01/01/2005,154,30,540
136,4717.538908,1728,A,26.1,,17.2,17/07/2003,2001,1,01/01/2005,154,30,540
433,6731.381785,1729,A,26.3,,16.9,19/12/2004,2001,1,04/09/2014,20,35,2887
686,8812.311023,1729,A,26.4,,15.7,09/09/2005,2001,1,04/09/2014,20,37,660
1095,4171.828193,1729,A,26.0,,16.0,01/09/2002,2001,1,04/09/2014,20,41,789
3957,6005.454349,1729,A,26.3,,15.5,14/07/2008,2001,1,04/09/2014,20,87,4509
94,7723.204797,1731,A,25.3,,15.8,28/06/2003,2002,1,25/07/2013,80,30,505
364,2121.118617,1731,A,25.2,,16.0,01/07/2004,2002,1,25/07/2013,112,34,619
484,4096.236683,1731,A,25.2,,,12/06/2005,2002,1,25/07/2013,112,37,727
3985,2298.577495,1731,A,25.3,,16.0,22/07/2008,2002,1,25/07/2013,112,87,4576
360,4899.041699,1739,A,24.7,,16.1,03/07/2004,2002,1,27/07/2008,53,34,596
3235,4110.792114,1739,A,25.0,,16.0,30/08/2006,2002,1,27/07/2008,53,75,3798
3914,2617.901309,1739,A,25.3,,16.1,25/01/2008,2002,1,27/07/2008,53,85,4351
436,6483.521357,1740,A,24.9,,15.9,19/12/2004,2001,0,24/01/2009,20,35,2887
1112,7131.342175,1740,A,24.5,,15.5,10/09/2002,2001,0,24/01/2009,27,41,3251
3381,7357.790967,1740,A,25.2,,15.5,13/06/2007,2001,0,24/01/2009,5,77,3882
3862,7593.411284,1740,A,25.5,,15.1,09/01/2008,2001,0,24/01/2009,5,85,4316
3954,4389.20906,1740,A,24.5,,15.0,13/07/2008,2001,0,24/01/2009,5,87,4499
4045,8576.382194,1740,A,25.1,,15.2,03/01/2009,2001,0,24/01/2009,5,90,4065
4045,2088.877049,1740,A,25.1,,15.2,03/01/2009,2001,0,24/01/2009,5,90,4065
350,10972.06459,1742,A,25.3,,15.7,01/07/2004,2002,1,28/08/2008,71,34,607
393,5960.660554,1742,A,25.4,,14.6,28/07/2004,2002,1,28/08/2008,71,34,607
393,3941.810849,1742,A,25.4,,14.6,28/07/2004,2002,1,28/08/2008,71,34,607
3211,8134.370809,1742,A,25.4,,15.8,23/08/2006,2002,1,28/08/2008,71,75,3813
3211,5251.855903,1742,A,25.4,,15.8,23/08/2006,2002,1,28/08/2008,71,75,3813
3699,3297.794933,1742,A,25.1,,15.6,21/06/2007,2002,1,28/08/2008,71,82,4241
3899,7977.268263,1742,A,25.6,,15.2,18/01/2008,2002,1,28/08/2008,71,85,4366
4177,3684.137369,1742,A,25.2,,15.6,26/07/2008,2002,1,28/08/2008,71,87,4547
60,7452.800712,1743,A,25.1,,16.1,13/06/2003,2002,1,02/01/2009,39,30,2581
381,7691.133631,1743,A,25.3,,17.1,27/07/2004,2002,1,02/01/2009,39,34,589
3159,13813.58803,1743,A,25.5,,17.0,09/08/2006,2002,1,02/01/2009,39,75,3788
3159,6091.890041,1743,A,25.5,,17.0,09/08/2006,2002,1,02/01/2009,39,75,3788
3159,6015.604467,1743,A,25.5,,17.0,09/08/2006,2002,1,02/01/2009,39,75,3788
3868,5859.398301,1743,A,25.0,,15.9,11/01/2008,2002,1,02/01/2009,39,85,4341
462,2639.966763,1744,A,25.4,,15.8,04/01/2005,2001,1,02/09/2010,60,35,2914
474,5641.230765,1744,A,25.1,,15.1,11/06/2005,2001,1,02/09/2010,60,37,689
1132,5109.912234,1744,A,25.2,,15.5,13/09/2002,2001,1,02/09/2010,60,41,812
1132,4511.567473,1744,A,25.2,,15.5,13/09/2002,2001,1,02/09/2010,60,41,812
3764,4433.16424,1744,A,24.9,,15.7,21/07/2007,2001,1,02/09/2010,60,82,4232
4057,2102.08277,1744,A,25.1,,15.5,21/01/2009,2001,1,02/09/2010,60,90,4105
4277,3438.323225,1744,A,25.3,,15.2,16/06/2009,2001,1,02/09/2010,60,92,4740
160,6330.65165,1745,A,26.6,,16.7,04/08/2003,2002,1,03/01/2004,60,30,489
81,5518.189493,1750,A,26.4,,16.4,22/06/2003,2002,1,13/09/2014,7,30,449
2931,6554.125954,1750,A,25.6,,16.0,04/12/2005,2002,1,13/09/2014,7,54,6319
3956,8786.085879,1750,A,26.1,,16.8,13/07/2008,2002,1,13/09/2014,169,87,4601
4044,4926.605945,1750,A,25.9,,17.1,03/01/2009,2002,1,13/09/2014,1,90,4061
1139,6909.237976,1751,A,25.9,,16.4,17/09/2002,2001,1,17/09/2002,134,41,843
3234,8508.454561,1752,A,25.6,,16.9,01/09/2006,2002,1,30/08/2010,47,75,3794
3756,7533.030254,1752,A,25.0,,16.3,19/07/2007,2002,1,30/08/2010,47,82,4222
3891,8537.286329,1752,A,25.2,,15.9,18/01/2008,2002,1,30/08/2010,47,85,4347
4065,4580.065917,1752,A,25.2,,16.1,23/01/2009,2002,1,30/08/2010,68,90,4111
4082,8934.317554,1752,A,25.0,,16.2,04/02/2009,2002,1,30/08/2010,47,90,4095
4182,8891.519628,1752,A,25.4,,16.5,29/07/2008,2002,1,30/08/2010,47,87,4528
57,5164.538606,1753,A,24.3,,14.4,11/06/2003,2002,0,18/07/2011,17,30,458
4084,4515.82581,1753,A,24.2,,15.0,04/02/2009,2002,0,18/07/2011,16,90,4074
1145,4445.061313,1754,A,26.6,,18.0,19/09/2002,2001,1,25/08/2008,81,41,3268
3825,4676.268257,1754,A,26.1,,17.7,22/08/2007,2001,1,25/08/2008,81,82,4250
3825,5488.01516,1754,A,26.1,,17.7,22/08/2007,2001,1,25/08/2008,81,82,4250
3996,1138.940848,1754,A,26.7,,17.4,23/07/2008,2001,1,25/08/2008,81,87,4555
111,6719.741727,1756,A,25.3,,16.4,07/07/2003,2001,1,07/06/2005,123,30,529
379,5748.173748,1756,A,25.2,,15.6,28/07/2004,2001,1,07/06/2005,123,34,621
1149,5161.497751,1756,A,25.0,,16.5,20/09/2002,2001,1,07/06/2005,123,41,838
2,5417.830719,1757,A,24.6,,15.6,23/09/2002,2001,0,07/09/2010,58,41,811
2,6853.448036,1757,A,24.6,,15.6,23/09/2002,2001,0,07/09/2010,58,41,811
589,5745.92757,1757,A,24.5,,15.2,02/08/2005,2001,0,07/09/2010,58,37,688
603,3346.530937,1757,A,24.1,,15.5,09/08/2005,2001,0,07/09/2010,58,37,688
603,1554.115148,1757,A,24.1,,15.5,09/08/2005,2001,0,07/09/2010,58,37,688
3222,4903.200193,1757,A,24.4,,16.8,30/08/2006,2001,0,07/09/2010,58,75,3802
3222,4827.429945,1757,A,24.4,,16.8,30/08/2006,2001,0,07/09/2010,58,75,3802
3857,3617.443727,1757,A,24.6,,16.1,06/09/2007,2001,0,07/09/2010,58,82,4230
2891,10619.75673,1759,A,26.0,,16.3,26/11/2005,2001,1,03/08/2006,159,54,6392
2891,10901.47747,1759,A,26.0,,16.3,26/11/2005,2001,1,03/08/2006,159,54,6392
8,5044.142341,1760,A,24.6,,15.0,02/10/2002,2001,0,30/07/2006,121,41,3276
3099,6384.146847,1762,A,25.7,,17.5,06/07/2006,2002,1,03/09/2014,15,75,3772
3848,10607.49331,1762,A,26.0,,16.0,31/08/2007,2002,1,03/09/2014,15,82,4200
3905,4655.672663,1762,A,26.4,,17.2,21/01/2008,2002,1,03/09/2014,14,85,4324
3977,3939.673086,1763,A,23.7,,14.5,18/07/2008,2002,0,26/09/2013,3,87,4497
682,8150.045135,1765,A,24.1,,16.0,08/09/2005,2002,0,25/02/2012,47,37,680
3754,6230.468552,1765,A,24.6,,14.9,19/07/2007,2002,0,25/02/2012,47,82,4222
4189,4476.434066,1765,A,24.5,,,29/07/2008,2002,0,25/02/2012,47,87,4528
376,7343.440287,1766,A,25.3,,16.4,26/07/2004,2003,1,26/08/2008,39,34,589
3157,6939.82861,1766,A,25.6,,15.5,09/08/2006,2003,1,26/08/2008,39,75,3788
3869,5155.077517,1766,A,25.4,,14.8,11/01/2008,2003,1,26/08/2008,39,85,4341
3927,4044.049467,1766,A,,,15.2,01/02/2008,2003,1,26/08/2008,39,85,4341
3927,4150.369616,1766,A,,,15.2,01/02/2008,2003,1,26/08/2008,39,85,4341
64,5758.421621,1767,A,27.0,,15.0,15/06/2003,2002,1,17/08/2007,42,30,473
3747,4965.505525,1767,A,26.8,,15.0,17/07/2007,2002,1,17/08/2007,11,82,4196
83,3094.860184,1771,A,24.4,,14.6,23/06/2003,2001,0,23/08/2003,5,30,448
90,6275.249437,1773,A,25.9,,16.2,26/06/2003,2002,1,02/09/2005,27,30,465
90,1275.682535,1773,A,25.9,,16.2,26/06/2003,2002,1,02/09/2005,27,30,465
239,3582.227146,1773,A,25.9,,16.5,15/12/2003,2002,1,02/09/2005,27,31,2610
239,3353.896765,1773,A,25.9,,16.5,15/12/2003,2002,1,02/09/2005,27,31,2610
414,4265.136285,1773,A,25.6,,17.2,11/08/2004,2002,1,02/09/2005,27,34,582
409,7757.166518,1774,A,24.5,,15.9,05/08/2004,2002,1,28/08/2008,28,34,583
3203,9377.592634,1774,A,24.8,,16.2,22/08/2006,2002,1,28/08/2008,72,75,3814
4190,4510.464499,1774,A,24.4,,16.3,29/07/2008,2002,1,28/08/2008,71,87,4547
95,5583.295436,1775,A,25.3,,15.2,28/06/2003,2002,1,07/01/2007,14,30,455
2895,5827.981884,1777,A,25.3,,17.0,27/11/2005,2003,1,14/01/2009,113,54,6290
533,4720.183195,1778,A,23.5,,14.7,17/07/2005,2002,0,29/08/2007,13,37,656
3835,4003.528577,1778,A,24.0,,17.9,29/08/2007,2002,0,29/08/2007,13,82,4198
3184,4911.251071,1779,A,24.9,,15.5,16/08/2006,2002,0,14/01/2008,88,75,3827
623,4775.670754,1781,A,24.1,,16.5,18/08/2005,2002,0,18/08/2005,174,37,752
108,4157.94983,1782,A,23.7,,19.3,07/07/2003,2002,0,25/08/2010,70,30,497
109,6587.067312,1782,A,23.7,,19.3,07/07/2003,2002,0,25/08/2010,70,30,497
351,7143.634461,1782,A,23.6,,15.5,01/07/2004,2002,0,25/08/2010,70,34,606
3697,3577.330649,1782,A,24.1,,15.0,21/06/2007,2002,0,25/08/2010,70,82,4240
4073,5924.122004,1782,A,24.1,,15.7,27/01/2009,2002,0,25/08/2010,70,90,4113
3767,3933.281718,1783,A,24.8,,15.9,22/07/2007,2003,1,15/03/2010,61,82,4233
4058,2156.495923,1783,A,,,,21/01/2009,2003,1,15/03/2010,472,90,4182
124,6139.306531,1786,A,25.6,,15.6,10/07/2003,2002,1,15/08/2003,59,30,2582
3124,4213.715118,1787,A,25.6,,17.0,27/07/2006,2002,1,02/02/2008,36,75,3786
3929,5370.827404,1787,A,25.2,,15.2,02/02/2008,2002,1,02/02/2008,36,85,4339
3162,10018.37771,1790,A,24.8,,15.8,11/08/2006,2002,0,02/09/2008,112,75,3843
3162,3544.281086,1790,A,24.8,,15.8,11/08/2006,2002,0,02/09/2008,112,75,3843
3995,1925.752968,1790,A,24.8,,15.2,23/07/2008,2002,0,02/09/2008,112,87,4576
139,5257.367044,1791,A,24.2,,15.4,17/07/2003,2002,0,20/02/2012,155,30,541
2933,5337.553164,1791,A,23.8,,14.7,04/12/2005,2002,0,20/02/2012,7,54,6319
143,5466.490317,1793,A,25.8,,16.6,21/07/2003,2002,1,24/05/2004,144,30,539
145,6092.85549,1794,A,25.0,,16.0,22/07/2003,2002,1,29/08/2004,138,30,536
147,4812.394292,1795,A,25.4,,16.2,26/07/2003,2002,1,19/08/2009,22,30,460
3131,7257.424756,1795,A,25.2,,16.5,02/08/2006,2002,1,19/08/2009,22,75,3775
3200,7584.634281,1797,A,24.6,,16.5,17/08/2006,2002,1,17/08/2006,92,75,3829
4108,6380.344162,1798,A,24.2,,13.6,14/02/2009,2003,0,08/09/2010,178,90,4172
172,6120.415546,1800,A,25.7,,15.7,06/08/2003,2002,0,20/08/2007,55,30,485
3358,5024.819319,1800,A,24.8,,14.8,25/01/2007,2002,0,20/08/2007,55,77,3918
3765,6415.754072,1800,A,24.6,,14.9,21/07/2007,2002,0,20/08/2007,55,82,4228
178,7020.533116,1802,A,26.1,,15.3,10/08/2003,2002,1,01/09/2010,80,30,505
428,5808.332323,1802,A,25.8,,16.0,10/08/2004,2002,1,01/09/2010,79,34,611
3178,4067.738161,1802,A,25.6,,15.7,13/08/2006,2002,1,01/09/2010,79,75,3819
179,7606.365524,1803,A,25.3,,14.8,11/08/2003,2002,0,22/05/2013,109,30,522
646,4295.897175,1804,A,25.7,,15.7,30/08/2005,2003,1,28/08/2008,4,37,649
646,3705.438987,1804,A,25.7,,15.7,30/08/2005,2003,1,28/08/2008,4,37,649
2803,5158.172607,1804,A,25.1,,15.7,13/11/2005,2003,1,28/08/2008,8,54,5789
2803,3207.021925,1804,A,25.1,,15.7,13/11/2005,2003,1,28/08/2008,8,54,5789
2803,4999.273091,1804,A,25.1,,15.7,13/11/2005,2003,1,28/08/2008,8,54,5789
2803,5609.595236,1804,A,25.1,,15.7,13/11/2005,2003,1,28/08/2008,8,54,5789
3743,2013.661459,1804,A,26.0,,16.2,17/07/2007,2003,1,28/08/2008,4,82,4191
3909,4155.857246,1804,A,26.0,,16.3,22/01/2008,2003,1,28/08/2008,4,85,4315
3202,7584.116132,1805,A,24.9,,15.1,20/08/2006,2003,0,28/08/2010,72,75,3814
3779,6622.258793,1805,A,24.2,,14.0,26/07/2007,2003,0,28/08/2010,72,82,4243
3892,4622.3588,1805,A,24.7,,14.1,18/01/2008,2003,0,28/08/2010,71,85,4366
3334,5966.48864,1808,A,26.8,,18.4,17/01/2007,2003,1,26/01/2008,169,77,3986
187,8729.951908,1821,A,25.1,,15.9,16/08/2003,2002,0,02/09/2014,54,30,484
2842,9809.209556,1821,A,25.1,,14.5,19/11/2005,2002,0,02/09/2014,54,54,5786
189,6648.288542,1822,A,25.5,,15.1,17/08/2003,2002,1,05/01/2005,96,30,515
191,7273.731793,1823,A,26.7,,16.0,19/08/2003,2002,1,15/01/2008,85,30,509
641,7051.190835,1823,A,26.8,,16.0,25/08/2005,2002,1,15/01/2008,85,37,708
3134,6590.023591,1826,A,24.6,,16.9,04/08/2006,2003,0,09/09/2014,9,75,3767
3808,1764.656641,1826,A,24.7,,16.0,15/08/2007,2003,0,09/09/2014,12,82,4197
3808,4232.763237,1826,A,24.7,,16.0,15/08/2007,2003,0,09/09/2014,12,82,4197
3808,5759.541919,1826,A,24.7,,16.0,15/08/2007,2003,0,09/09/2014,12,82,4197
3861,4160.75391,1826,A,24.4,,15.8,09/01/2008,2003,0,09/09/2014,9,85,4320
3967,5911.389945,1826,A,24.7,,15.9,16/07/2008,2003,0,09/09/2014,9,87,4502
2928,5788.495999,1827,A,23.5,,14.0,03/12/2005,2002,0,29/06/2013,55,54,6292
3221,13050.77734,1827,A,24.0,,18.2,29/08/2006,2002,0,29/06/2013,61,75,3805
609,5652.668625,1831,A,25.3,,17.5,06/08/2005,2003,1,17/06/2007,57,37,687
3680,3882.869865,1831,A,25.6,,17.2,17/06/2007,2003,1,17/06/2007,55,82,4228
3146,9413.567356,1848,A,26.2,,14.9,06/08/2006,2003,1,13/03/2010,26,75,3779
3299,5232.747091,1848,A,26.0,,15.9,09/01/2007,2003,1,13/03/2010,26,77,3897
3755,3272.944018,1848,A,25.8,,16.4,19/07/2007,2003,1,13/03/2010,26,82,4207
3755,2172.023743,1848,A,25.8,,16.4,19/07/2007,2003,1,13/03/2010,26,82,4207
3755,2473.354628,1848,A,25.8,,16.4,19/07/2007,2003,1,13/03/2010,26,82,4207
3818,3890.03843,1848,A,25.9,,16.2,21/08/2007,2003,1,13/03/2010,26,82,4207
2913,6592.42241,1851,A,23.8,,,29/11/2005,2002,0,25/02/2009,108,54,6375
3173,3053.930402,1852,A,24.9,,,12/08/2006,2003,0,04/08/2014,76,75,3817
3173,2804.369088,1852,A,24.9,,,12/08/2006,2003,0,04/08/2014,76,75,3817
3683,2164.765874,1852,A,24.6,,15.5,16/06/2007,2003,0,04/08/2014,76,82,4246
3824,5614.501969,1852,A,24.6,,16.1,22/08/2007,2003,0,04/08/2014,76,82,4246
3824,7631.463622,1852,A,24.6,,16.1,22/08/2007,2003,0,04/08/2014,76,82,4246
3872,9204.009779,1852,A,24.4,,15.8,12/01/2008,2003,0,04/08/2014,76,85,4370
3842,4035.434492,1854,A,24.9,,14.6,30/08/2007,2003,0,05/09/2009,43,82,4219
4281,3763.706288,1854,A,25.2,,14.9,22/06/2009,2003,0,05/09/2009,43,92,4727
463,2944.762144,1857,A,24.4,,14.7,10/06/2005,2003,0,12/02/2014,28,37,667
879,4503.65983,1859,A,23.0,23.1,14.1,01/08/2000,1988,0,01/08/2000,15,39,3036
2183,2461.099584,1861,A,,26.9,15.6,05/06/1995,1994,1,09/07/1998,22,19,2090
2183,3822.542878,1861,A,,26.9,15.6,05/06/1995,1994,1,09/07/1998,22,19,2090
2465,5628.297734,1861,A,26.7,26.6,15.2,14/08/1997,1994,1,09/07/1998,22,22,26
235,7137.113364,1864,J,25.6,,13.7,15/12/2003,2003,0,23/09/2013,30,31,2612
3339,6750.949366,1868,A,26.5,,18.5,18/01/2007,2003,1,30/09/2014,46,77,3911
3915,8666.251431,1868,A,26.3,,17.2,25/01/2008,2003,1,30/09/2014,47,85,4347
4229,6254.730615,1868,A,26.3,,17.8,11/08/2008,2003,1,30/09/2014,46,87,4527
4274,7622.294141,1868,A,26.3,,17.1,17/06/2009,2003,1,30/09/2014,46,92,4729
2890,7651.072121,1869,A,24.8,,16.0,26/11/2005,2003,1,09/09/2014,159,54,6392
4096,5265.862131,1869,A,24.8,,16.1,10/02/2009,2003,1,09/09/2014,154,90,4159
3884,5493.191868,1871,A,25.7,,16.4,16/01/2008,2003,1,06/01/2009,94,85,4384
3882,6802.035103,1872,A,24.7,,14.2,15/01/2008,2003,0,26/06/2012,171,85,4423
3882,6277.063002,1872,A,24.7,,14.2,15/01/2008,2003,0,26/06/2012,171,85,4423
3882,2240.457895,1872,A,24.7,,14.2,15/01/2008,2003,0,26/06/2012,171,85,4423
4160,5113.777752,1877,A,26.4,,17.7,24/07/2008,2003,1,29/08/2014,125,87,4582
261,6738.474596,1878,A,25.7,,15.6,24/12/2003,2001,1,29/06/2006,90,31,2661
679,6449.653881,1881,A,25.8,,15.7,07/09/2005,2003,1,01/09/2014,70,37,696
3698,3777.025208,1881,A,25.7,,16.2,21/06/2007,2003,1,01/09/2014,70,82,4240
3698,10702.04281,1881,A,25.7,,16.2,21/06/2007,2003,1,01/09/2014,70,82,4240
275,4295.803209,1886,A,25.2,,15.5,02/01/2004,2002,1,16/02/2010,134,31,2687
3804,2002.345596,1886,A,24.9,,15.4,12/08/2007,2002,1,16/02/2010,137,82,4285
3804,4706.475882,1886,A,24.9,,15.4,12/08/2007,2002,1,16/02/2010,137,82,4285
3924,5812.861357,1886,A,25.0,,16.4,30/01/2008,2002,1,16/02/2010,134,85,4407
4264,4671.448577,1886,A,24.8,,15.5,30/08/2008,2002,1,16/02/2010,134,87,4587
3816,6140.005141,1890,A,25.2,,16.0,20/08/2007,2003,1,30/01/2008,160,82,4293
2926,2661.595837,1891,A,24.7,,14.5,01/12/2005,2002,0,01/12/2005,128,54,5788
3828,3378.635949,1895,A,24.5,,18.0,22/08/2007,2003,0,26/02/2010,81,82,4250
3997,4437.535006,1895,A,24.6,,14.8,23/07/2008,2003,0,26/02/2010,81,87,4555
3349,5044.060269,1897,A,26.7,,18.2,24/01/2007,2003,1,17/02/2010,68,77,3928
4175,6006.129482,1897,A,26.7,,17.9,26/07/2008,2003,1,17/02/2010,67,87,4543
284,5299.734484,2959,A,24.3,,13.9,24/05/2004,2002,0,07/09/2010,54,32,2747
600,6792.575239,2959,A,24.8,,16.5,07/08/2005,2002,0,07/09/2010,57,37,687
595,6790.308525,2960,A,25.4,,16.2,04/08/2005,2003,1,22/09/2014,2,37,647
3378,6558.068287,2960,A,25.5,,15.5,13/06/2007,2003,1,22/09/2014,2,77,3879
3140,7044.231288,2962,A,24.5,,16.5,06/08/2006,2004,1,17/08/2007,25,75,3778
3195,3887.110136,2963,A,24.8,,15.8,16/08/2006,2003,0,29/07/2010,86,75,3825
3195,4768.428914,2963,A,24.8,,15.8,16/08/2006,2003,0,29/07/2010,86,75,3825
3695,4224.55652,2963,A,25.1,,15.0,20/06/2007,2003,0,29/07/2010,86,82,4254
3854,4456.02604,2963,A,24.6,,14.9,03/09/2007,2003,0,29/07/2010,86,82,4254
3880,8441.160623,2963,A,24.5,,16.7,14/01/2008,2003,0,29/07/2010,86,85,4378
2910,5695.248526,2964,A,25.1,,16.6,28/11/2005,2003,1,19/01/2008,75,54,5785
3160,8116.216567,2964,A,25.7,,17.3,09/08/2006,2003,1,19/01/2008,75,75,3816
3682,7385.272838,2964,A,26.3,,17.1,16/06/2007,2003,1,19/01/2008,75,82,4245
3877,9503.996974,2964,A,25.9,,16.8,12/01/2008,2003,1,19/01/2008,75,85,4369
3152,6464.503254,2966,A,24.9,,15.3,08/08/2006,2004,1,22/09/2014,24,75,3777
3748,4791.84649,2966,A,25.7,,16.1,18/07/2007,2004,1,22/09/2014,24,82,4205
3870,8376.892461,2966,A,25.7,,16.2,11/01/2008,2004,1,22/09/2014,40,85,4342
3971,8069.521708,2966,A,25.4,,15.9,18/07/2008,2004,1,22/09/2014,24,87,4512
305,9.29547432,2970,A,23.9,,13.6,30/05/2004,2003,0,11/01/2005,174,34,638
314,4764.232727,2972,A,27.2,,15.8,30/05/2004,2003,1,30/05/2004,59,34,601
2915,5058.608641,2976,A,26.3,,16.2,29/11/2005,2003,1,05/08/2010,173,54,6398
3193,5416.136696,2978,A,24.6,,15.1,16/08/2006,2003,0,18/07/2013,86,75,3825
3694,5335.926772,2978,A,24.7,,15.2,20/06/2007,2003,0,18/07/2013,86,82,4254
3925,4862.938622,2978,A,24.3,,15.3,31/01/2008,2003,0,18/07/2013,86,85,4378
3149,7396.134552,2980,A,24.9,,15.1,07/08/2006,2004,1,08/01/2008,3,75,3762
3386,6562.704698,2980,A,25.6,,15.8,14/06/2007,2004,1,08/01/2008,3,82,4190
3323,4981.513706,2982,A,25.6,,16.0,15/01/2007,2003,0,25/07/2007,177,77,3990
322,6069.103734,2983,A,24.0,,13.1,24/06/2004,2003,0,11/08/2008,99,34,2857
322,4903.937158,2983,A,24.0,,13.1,24/06/2004,2003,0,11/08/2008,99,34,2857
594,8252.598859,2984,A,23.8,,15.9,04/08/2005,2003,0,04/01/2009,2,37,647
3758,3983.02026,2985,A,24.2,,15.0,19/07/2007,2003,0,07/09/2010,47,82,4222
4187,3440.250103,2985,A,24.5,,14.8,29/07/2008,2003,0,07/09/2010,47,87,4528
3904,6340.117493,2988,A,26.2,,,21/01/2008,2004,1,06/09/2010,14,85,4324
4243,6307.647277,2988,A,25.8,,16.9,14/08/2008,2004,1,06/09/2010,14,87,4506
2909,5462.321021,2989,A,23.9,,14.4,28/11/2005,2004,0,15/06/2012,75,54,5785
3161,5706.600492,2989,A,24.9,,14.8,11/08/2006,2004,0,15/06/2012,75,75,3816
597,7015.052182,2990,A,27.6,,16.9,04/08/2005,2004,1,17/08/2010,63,37,691
3215,5888.564383,2990,A,27.1,,17.0,24/08/2006,2004,1,17/08/2010,48,75,3795
3215,5808.026195,2990,A,27.1,,17.0,24/08/2006,2004,1,17/08/2010,48,75,3795
3833,4803.831498,2990,A,26.7,,15.7,23/08/2007,2004,1,17/08/2010,48,82,4223
3833,5240.174239,2990,A,26.7,,15.7,23/08/2007,2004,1,17/08/2010,48,82,4223
3893,4431.643517,2990,A,26.7,,16.5,18/01/2008,2004,1,17/08/2010,47,85,4347
3893,4056.552227,2990,A,26.7,,16.5,18/01/2008,2004,1,17/08/2010,47,85,4347
3168,3589.519572,2991,A,25.4,,16.7,12/08/2006,2003,1,08/09/2014,179,75,3874
3168,2711.896653,2991,A,25.4,,16.7,12/08/2006,2003,1,08/09/2014,179,75,3874
3823,3237.684187,2991,A,25.9,,17.3,22/08/2007,2003,1,08/09/2014,179,82,4303
4254,4491.729804,3002,A,24.2,,15.4,19/08/2008,2003,0,15/07/2013,135,87,4588
3167,7869.407561,3003,SA,24.0,,15.1,12/08/2006,2004,0,24/08/2007,179,75,3874
3167,7116.298188,3003,SA,24.0,,15.1,12/08/2006,2004,0,24/08/2007,179,75,3874
2938,6180.208325,3005,A,25.4,,16.6,06/12/2005,2004,1,12/09/2009,123,54,6382
2847,12391.80963,3010,A,25.1,,14.9,19/11/2005,2004,0,19/11/2005,54,54,5786
2847,10990.08027,3010,A,25.1,,14.9,19/11/2005,2004,0,19/11/2005,54,54,5786
3769,6358.74636,3019,A,25.3,,16.3,22/07/2007,2004,1,31/12/2008,474,82,4308
2804,9056.600189,3020,SA,24.9,,15.0,14/11/2005,2004,1,14/07/2007,110,54,6377
2804,8403.561675,3020,SA,24.9,,15.0,14/11/2005,2004,1,14/07/2007,110,54,6377
3143,7666.344442,3020,A,26.7,,16.8,08/08/2006,2004,1,14/07/2007,40,75,3789
2850,8840.879332,3021,A,24.6,,15.0,20/11/2005,2004,1,28/08/2008,66,54,6351
3829,5115.058084,3021,A,24.5,,16.8,23/08/2007,2004,1,28/08/2008,66,82,4236
452,4389.990797,3022,A,23.8,,13.9,26/12/2004,2004,0,12/02/2014,167,35,2975
3356,5739.977771,3022,A,23.6,,15.1,25/01/2007,2004,0,12/02/2014,59,77,3921
2809,13916.39532,3024,A,25.4,,15.0,14/11/2005,2004,1,10/01/2007,174,54,6399
2809,4430.078201,3024,A,25.4,,15.0,14/11/2005,2004,1,10/01/2007,174,54,6399
3138,6673.493547,3085,A,23.5,,15.0,07/08/2006,2004,0,01/09/2014,3,75,3762
4314,3297.57981,3085,A,23.9,,15.3,13/07/2009,2004,0,01/09/2014,20,92,4710
