BloodID,TL,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,OccasionDate,LayYear,SexEstimate,LastSighting,TerritoryID,FieldPeriodID,BreedGroupID
407,7752.397161,1165,A,25.1,,17.1,09/08/2004,1996,1,29/11/2005,38,34,588
1147,5192.058726,1165,A,26.0,,17.0,19/09/2002,1996,1,29/11/2005,38,41,796
252,6560.589221,1166,A,25.8,,16.1,22/12/2003,1996,1,30/08/2004,26,31,2609
904,7949.637492,1166,A,25.4,25.5,15.8,05/08/2000,1996,1,30/08/2004,35,39,3050
2529,7256.952127,1168,SA,25.3,25.3,15.5,12/07/1997,1996,1,08/07/2001,141,22,102
2539,7135.89608,1169,A,24.7,25.1,16.8,13/07/1997,1997,1,13/07/1997,160,22,108
2621,11364.1443,1170,SA,25.1,25.2,14.9,12/02/1998,1997,0,05/08/2008,95,23,161
702,5927.210485,1171,A,25.9,25.5,15.4,20/01/1999,1996,1,22/02/2010,139,26,311
4107,5114.370061,1171,A,25.9,,17.0,14/02/2009,1996,1,22/02/2010,139,90,4157
2518,8187.630779,1172,A,24.4,24.6,16.5,11/07/1997,1996,0,22/02/2010,138,22,100
2534,9044.127076,1173,A,25.0,24.7,14.8,12/07/1997,1996,0,08/07/2001,80,22,64
2535,10213.97593,1174,A,26.2,26.1,16.1,12/07/1997,1996,1,14/08/1997,86,22,2305
2548,9568.892522,1177,A,24.1,24.3,15.0,14/07/1997,1996,0,11/07/2001,166,22,112
2614,7443.172592,1177,A,23.7,23.5,13.5,29/01/1998,1996,0,11/07/2001,166,23,184
2561,7271.862255,1178,A,26.3,25,15.7,16/07/1997,1996,1,05/08/1999,69,22,57
2527,12699.35547,1179,FL,26.1,26,16.3,11/07/1997,1997,1,21/09/1999,115,22,85
2520,7787.716637,1180,SA,23.7,23.7,14.1,11/07/1997,1996,0,17/02/1998,141,22,102
2546,11126.62071,1182,A,24.4,24.6,14.7,14/07/1997,1996,0,22/03/1998,132,22,96
2553,7037.411191,1183,A,25.8,25.9,17.0,15/07/1997,1996,1,15/07/1997,167,22,113
2568,7412.849115,1184,A,25.9,26,15.5,21/07/1997,1996,1,05/07/2001,72,22,59
2747,11042.32398,1185,A,26.2,26.2,16.1,09/09/1998,1996,1,29/08/1999,125,25,264
789,4849.493551,1186,A,24.7,24.5,14.7,31/08/1999,1996,0,20/07/2002,72,28,395
878,6154.798046,1186,A,24.8,24.9,15.1,01/08/2000,1996,0,20/07/2002,72,39,3075
2558,8492.302401,1186,A,24.9,24.8,15.2,16/07/1997,1996,0,20/07/2002,49,22,42
672,6761.010626,1187,A,26.8,,16.2,03/09/2005,1996,1,05/09/2010,5,37,650
713,3326.545012,1187,A,26.6,26.3,16.0,28/01/1999,1996,1,05/09/2010,5,26,2405
825,13069.74581,1187,A,26.7,26.5,15.7,20/11/1999,1996,1,05/09/2010,5,29,2554
990,10096.15988,1187,A,26.6,,16.5,16/07/2002,1996,1,05/09/2010,5,41,779
990,4411.784087,1187,A,26.6,,16.5,16/07/2002,1996,1,05/09/2010,5,41,779
2536,4079.327059,1187,SA,26.8,26.7,14.6,13/07/1997,1996,1,05/09/2010,8,22,19
3091,8253.881847,1187,A,26.4,,16.5,02/07/2006,1996,1,05/09/2010,5,75,3764
3371,3984.804989,1187,A,26.9,,16.8,13/06/2007,1996,1,05/09/2010,5,77,3882
3371,2174.430363,1187,A,26.9,,16.8,13/06/2007,1996,1,05/09/2010,5,77,3882
3371,4124.830605,1187,A,26.9,,16.8,13/06/2007,1996,1,05/09/2010,5,77,3882
3744,3438.385458,1187,A,26.4,,16.0,17/07/2007,1996,1,05/09/2010,5,82,4192
3863,6107.042306,1187,A,27.1,,15.9,09/01/2008,1996,1,05/09/2010,5,85,4316
3955,3587.008334,1187,A,26.8,,15.5,13/07/2008,1996,1,05/09/2010,5,87,4499
4041,2082.595965,1187,A,27.1,,15.9,04/01/2009,1996,1,05/09/2010,5,90,4065
4041,853.2045784,1187,A,27.1,,15.9,04/01/2009,1996,1,05/09/2010,5,90,4065
4041,2181.431856,1187,A,27.1,,15.9,04/01/2009,1996,1,05/09/2010,5,90,4065
112,5580.940034,1188,A,25.4,,17.5,07/07/2003,1996,1,12/08/2010,71,30,498
1014,8345.294509,1188,A,25.1,,16.9,24/07/2002,1996,1,12/08/2010,71,41,815
1058,7385.691033,1188,A,,,17.0,16/08/2002,1996,1,12/08/2010,71,41,815
2560,8332.021825,1188,SA,25.4,25.4,15.4,16/07/1997,1996,1,12/08/2010,68,22,56
2554,7891.393196,1189,A,25.1,25.3,15.8,15/07/1997,1996,1,26/12/1997,121,22,89
2551,18700.56701,1191,A,25.4,25.1,15.9,14/07/1997,1996,1,07/07/2001,117,22,86
2551,11186.32785,1191,A,25.4,25.1,15.9,14/07/1997,1996,1,07/07/2001,117,22,86
2552,14525.15847,1192,A,24.5,24.1,15.5,14/07/1997,1996,0,21/08/1997,117,22,86
373,5201.079849,1193,A,25.1,,15.6,15/07/2004,1996,0,23/08/2007,48,34,594
2549,4645.713314,1193,A,25.4,25.3,15.8,14/07/1997,1996,0,23/08/2007,118,22,87
2549,6498.824086,1193,A,25.4,25.3,15.8,14/07/1997,1996,0,23/08/2007,118,22,87
3830,11165.08275,1193,A,25.0,,14.9,23/08/2007,1996,0,23/08/2007,48,82,4223
2571,8037.19521,1194,SA,25.6,25.5,15.8,22/07/1997,1996,1,04/07/1998,168,22,114
152,2903.656025,1195,A,24.2,,16.2,29/07/2003,1996,0,07/09/2010,94,30,513
152,2889.63287,1195,A,24.2,,16.2,29/07/2003,1996,0,07/09/2010,94,30,513
2575,8873.128045,1195,SA,24.1,24.2,14.5,23/07/1997,1996,0,07/09/2010,94,22,72
4162,2720.410298,1195,A,23.6,,16.1,24/07/2008,1996,0,07/09/2010,94,87,4564
2578,11492.98573,1196,A,26.6,26.6,17.3,23/07/1997,1996,1,04/09/2009,88,22,69
3187,8138.523001,1196,A,26.5,,18.5,16/08/2006,1996,1,04/09/2009,88,75,3827
4000,3898.284,1196,A,26.6,,17.2,14/01/2009,1996,1,04/09/2009,88,90,4128
4000,3770.936104,1196,A,26.6,,17.2,14/01/2009,1996,1,04/09/2009,88,90,4128
2580,11378.14181,1197,A,24.9,25,13.7,24/07/1997,1996,0,18/02/1998,80,22,64
2556,8925.246888,1198,A,26.3,25.9,16.2,15/07/1997,1996,1,12/08/2000,117,22,86
173,4870.820595,1199,A,26.0,,,07/08/2003,1996,1,26/01/2008,108,30,521
2557,9919.551087,1199,A,26.1,25.6,16.5,15/07/1997,1996,1,26/01/2008,125,22,91
2911,3158.163182,1199,A,25.6,,17.0,29/11/2005,1996,1,26/01/2008,108,54,6375
3204,10021.57341,1199,A,25.6,,16.9,22/08/2006,1996,1,26/01/2008,168,75,3868
683,3318.307931,1200,A,24.5,,15.0,08/09/2005,1996,0,19/07/2006,50,37,682
2564,7290.090706,1200,A,24.7,24.3,15.7,17/07/1997,1996,0,19/07/2006,68,22,56
2405,15367.56192,1201,SA,24.3,24.6,15.0,25/07/1997,1996,0,21/01/1998,134,22,97
2410,248.1228957,1202,SA,26.1,25.8,17.8,26/07/1997,1997,1,21/02/1998,62,22,52
2410,25377.29678,1202,SA,26.1,25.8,17.8,26/07/1997,1997,1,21/02/1998,62,22,52
2413,10247.52016,1203,A,27.2,27.2,16.9,26/07/1997,1996,1,07/09/1999,54,22,46
2667,9236.266998,1203,A,26.9,26.8,16.7,23/07/1998,1996,1,07/09/1999,63,25,229
1029,4990.099819,1209,A,25.2,,13.4,31/07/2002,1997,1,12/06/2004,16,41,788
2581,7278.938825,1211,A,26.2,25.9,15.8,24/07/1997,1996,1,06/08/1998,105,22,79
2424,5368.792005,1212,A,25.7,25.6,15.4,29/07/1997,1996,1,30/08/1999,48,22,41
211,9924.697041,1213,A,25.0,,16.3,27/08/2003,1997,1,22/12/2004,68,30,495
2463,2518.551734,1213,CH,25.6,25.2,15.8,12/08/1997,1997,1,22/12/2004,48,22,41
2672,12232.67533,1213,SA,24.5,24.8,15.8,26/07/1998,1997,1,22/12/2004,48,25,218
127,3759.786492,1214,A,25.8,,15.4,11/07/2003,1997,1,14/07/2006,33,30,469
707,6736.608621,1215,A,,,16.7,21/01/1999,1997,1,06/12/1999,100,26,2451
2586,14524.11217,1217,SA,26.4,25.6,15.4,25/07/1997,1996,1,16/07/1998,116,22,3317
2586,7492.147496,1217,SA,26.4,25.6,15.4,25/07/1997,1996,1,16/07/1998,116,22,3317
1105,8614.035343,1218,A,24.1,,14.0,04/09/2002,1996,0,21/09/2013,34,41,795
2587,14351.54343,1218,A,24.1,24,14.3,25/07/1997,1996,0,21/09/2013,159,22,107
2591,9647.069743,1221,SA,26.4,26.3,15.7,03/01/1998,1997,1,05/01/2004,30,23,134
993,6956.076175,1222,A,24.6,,,17/07/2002,1997,0,19/08/2004,40,41,798
2434,5387.82865,1225,J,23.6,23.6,13.7,03/08/1997,1997,0,06/01/1998,102,22,76
2704,7042.55575,1231,SA,23.8,23.9,15.5,18/08/1998,1997,0,18/08/1998,30,25,208
2450,13986.9888,1235,A,25.2,25,16.0,08/08/1997,1996,0,16/09/1998,27,22,30
2450,5190.799042,1235,A,25.2,25,16.0,08/08/1997,1996,0,16/09/1998,27,22,30
2450,8946.295823,1235,A,25.2,25,16.0,08/08/1997,1996,0,16/09/1998,27,22,30
2475,8470.14895,1242,SA,25.5,25.6,16.8,18/08/1997,1996,1,27/03/1998,120,22,2307
2486,18700.56701,1243,SA,26.1,25.9,15.9,21/08/1997,1996,1,24/08/1999,90,22,71
175,7400.264579,1244,A,23.0,,15.6,07/08/2003,1997,0,17/07/2008,71,30,498
349,8695.04876,1244,A,22.0,,15.0,30/06/2004,1997,0,17/07/2008,71,34,607
1013,4248.563022,1244,A,22.5,,15.9,24/07/2002,1997,0,17/07/2008,71,41,815
1142,3124.343766,1244,A,22.5,,15.9,18/09/2002,1997,0,17/07/2008,71,41,815
2498,7707.41591,1244,SA,23.2,22.8,14.0,28/12/1997,1997,0,17/07/2008,2,23,119
3783,8257.488572,1244,A,23.2,,15.1,26/07/2007,1997,0,17/07/2008,71,82,4241
3890,6077.653865,1244,A,22.9,,14.9,17/01/2008,1997,0,17/07/2008,71,85,4366
2589,4451.912903,1246,A,24.6,24.5,14.3,02/01/1998,1996,0,22/11/1999,30,23,134
1122,7487.356255,1247,A,23.8,,14.3,11/09/2002,1996,0,18/12/2004,23,41,791
2593,13622.44195,1247,A,24.0,23.7,14.0,15/01/1998,1996,0,18/12/2004,23,23,130
2602,6385.696509,1268,CH,,,,24/01/1998,1998,1,01/08/2003,109,23,168
2602,6079.245178,1268,CH,,,,24/01/1998,1998,1,01/08/2003,109,23,168
2603,12542.73833,1269,A,23.8,23.9,12.5,25/01/1998,1996,0,10/07/1998,166,23,184
2604,6645.801708,1270,FL,23.9,23.6,13.1,25/01/1998,1998,0,13/07/1998,168,23,185
2605,8222.769111,1271,A,24.4,24.1,14.9,25/01/1998,1996,0,10/12/2005,168,23,185
2954,14622.41398,1271,A,24.4,,13.9,10/12/2005,1996,0,10/12/2005,168,54,6396
2606,7378.071576,1272,A,24.5,24.4,14.0,25/01/1998,1996,0,03/07/2006,168,23,185
2592,7978.755137,1273,A,23.7,23.7,14.5,10/01/1998,1996,1,13/01/1998,59,23,143
2598,7924.755355,1274,A,25.8,25.6,16.7,16/01/1998,1996,1,14/09/1999,49,23,2319
2695,6614.681577,1274,A,26.2,25.9,15.9,12/08/1998,1996,1,14/09/1999,49,25,219
144,4824.741551,1275,A,24.7,,,21/07/2003,1998,0,22/07/2005,144,30,539
588,9997.717409,1276,A,26.2,,17.1,02/08/2005,1996,1,15/01/2007,137,37,3007
1042,9182.450669,1276,A,26.2,,16.5,03/08/2002,1996,1,15/01/2007,137,41,845
2608,18462.81798,1276,A,26.2,25.8,15.2,28/01/1998,1996,1,15/01/2007,165,23,183
2627,14669.42233,1278,FL,25.5,25.5,13.2,12/02/1998,1998,0,31/12/1999,71,23,148
2768,7141.535102,1286,J,25.9,25.6,15.6,20/09/1998,1997,1,20/08/1999,43,25,215
2643,7419.981717,1301,A,26.3,26.2,14.6,08/03/1998,1996,1,24/03/1998,104,23,165
2646,22023.41224,1303,A,26.0,25.9,13.6,11/03/1998,1996,1,11/03/1998,101,23,162
2646,6542.790123,1303,A,26.0,25.9,13.6,11/03/1998,1996,1,11/03/1998,101,23,162
2647,19067.77849,1304,SA,25.3,24.9,14.9,13/03/1998,1997,0,24/08/1999,141,23,177
2647,7801.753692,1304,SA,25.3,24.9,14.9,13/03/1998,1997,0,24/08/1999,141,23,177
3362,4497.218162,1305,A,24.2,,14.8,26/01/2007,1998,0,12/02/2009,67,77,3927
2654,9976.591847,1345,A,23.8,23.9,13.6,23/06/1998,1997,0,16/08/1999,22,25,201
2656,6583.618977,1346,J,24.6,24.5,13.3,23/06/1998,1998,0,10/12/2005,77,25,238
2656,5411.168894,1346,J,24.6,24.5,13.3,23/06/1998,1998,0,10/12/2005,77,25,238
2660,6683.780049,1347,A,23.0,23,14.6,18/07/1998,1997,0,12/01/1999,40,25,213
102,5590.311702,1355,A,25.2,,15.4,29/06/2003,1997,0,19/08/2003,79,30,504
446,7149.973285,1356,A,26.1,,17.3,30/12/2004,1997,1,03/09/2009,82,35,2932
2687,11423.86233,1356,A,26.6,26.1,17.7,05/08/1998,1997,1,03/09/2009,82,25,241
3191,9411.565272,1356,A,26.2,,17.2,16/08/2006,1997,1,03/09/2009,86,75,3825
4008,3579.858733,1356,A,26.2,,17.2,12/01/2009,1997,1,03/09/2009,82,90,4123
4008,1880.797309,1356,A,26.2,,17.2,12/01/2009,1997,1,03/09/2009,82,90,4123
2689,8450.294299,1357,A,26.2,25.9,16.8,09/08/1998,1997,1,05/07/2001,81,25,240
277,6053.577945,1358,A,27.4,,17.6,03/01/2004,1998,1,11/12/2005,75,31,2649
1011,14063.54813,1359,A,27.1,,17.0,22/07/2002,1998,1,05/09/2013,25,41,793
1011,5802.790867,1359,A,27.1,,17.0,22/07/2002,1998,1,05/09/2013,25,41,793
2701,3122.921507,1359,CH,27.1,27.1,17.2,16/08/1998,1998,1,05/09/2013,35,25,2388
2701,6585.258991,1359,CH,27.1,27.1,17.2,16/08/1998,1998,1,05/09/2013,35,25,2388
2724,11043.12117,1360,A,26.2,26.2,17.1,27/08/1998,1997,1,21/07/2002,86,25,244
378,5204.315682,1361,A,24.0,,16.4,31/07/2004,1998,0,15/03/2010,51,34,595
2713,10017.00514,1361,CH,,, 3.5,22/08/1998,1998,0,15/03/2010,76,25,237
2741,6185.044119,1361,CH,22.9,22.8,14.1,30/08/1998,1998,0,15/03/2010,65,25,231
3858,5154.68356,1361,A,25.0,,15.9,06/09/2007,1998,0,15/03/2010,51,82,4225
4238,2956.718882,1361,A,24.2,,15.2,13/08/2008,1998,0,15/03/2010,51,87,4531
2731,4872.184354,1363,CH,23.9,23.4,12.7,30/08/1998,1998,1,13/09/1998,12,25,195
2743,7757.339822,1364,CH,20.4,19.4,13.8,31/08/1998,1998,0,23/07/1999,62,25,228
2714,9569.722694,1365,CH,,, 3.1,22/08/1998,1998,0,09/09/1998,65,25,231
2742,15081.01275,1366,CH,23.8,24.1,14.6,07/09/1998,1998,0,02/07/2001,1,25,187
307,3876.050172,1368,A,25.9,,15.8,11/06/2004,1997,1,11/07/2007,53,34,596
2663,13022.87416,1369,A,24.4,24.3,15.6,23/07/1998,1997,0,20/12/2004,55,25,223
882,19626.75453,1370,A,26.3,26.2,16.4,02/08/2000,1997,1,25/05/2004,52,39,3061
2664,6490.072964,1370,A,26.6,26.6,16.4,23/07/1998,1997,1,25/05/2004,64,25,230
2675,10615.5321,1380,A,24.5,24.8,14.5,02/08/1998,1997,0,20/07/2003,123,25,263
271,7169.646173,1381,A,24.5,,14.5,27/12/2003,1997,1,10/12/2005,105,31,2672
2692,6615.968947,1383,A,23.4,23.3,13.5,11/08/1998,1997,0,18/08/1999,47,25,217
633,5869.667327,1384,A,23.5,,16.0,24/08/2005,1998,0,10/08/2009,46,37,679
883,4344.471378,1384,A,22.9,23.2,14.6,02/08/2000,1998,0,10/08/2009,52,39,3061
3232,5965.948257,1384,A,23.4,,15.2,01/09/2006,1998,0,10/08/2009,46,75,3793
3759,6940.739061,1384,A,23.0,,14.9,20/07/2007,1998,0,10/08/2009,46,82,4221
3759,4047.343417,1384,A,23.0,,14.9,20/07/2007,1998,0,10/08/2009,46,82,4221
3916,3924.998083,1384,A,23.4,,14.8,25/01/2008,1998,0,10/08/2009,47,85,4347
875,10511.95367,1385,A,25.0,24.7,16.6,30/07/2000,1998,0,30/07/2000,43,39,3055
2700,6016.744307,1385,CH,24.7,24.5,14.5,16/08/1998,1998,0,30/07/2000,47,25,217
2702,8265.153384,1386,A,24.0,23.8,13.8,17/08/1998,1997,0,09/07/2001,47,25,217
2712,5504.470719,1387,CH,24.4,24.2,15.6,22/08/1998,1998,0,03/07/2001,16,25,199
2699,4516.824902,1388,CH,23.7,23.8,16.9,16/08/1998,1998,0,20/12/2004,49,25,219
2708,5395.942886,1389,CH,,, 7.7,19/08/1998,1998,0,19/08/1998,53,25,221
874,5272.693267,1390,A,23.9,24.2,13.6,30/07/2000,1998,0,12/08/2003,45,39,3056
1127,6000.710022,1390,A,24.4,,15.5,12/09/2002,1998,0,12/08/2003,46,41,802
2697,6080.169885,1390,CH,,14, 2.7,14/08/1998,1998,0,12/08/2003,53,25,221
2709,5872.962442,1390,CH,,, 8.0,19/08/1998,1998,0,12/08/2003,53,25,221
2717,2910.103248,1391,J,26.0,26,15.1,23/08/1998,1998,1,01/09/1998,8,25,193
132,4335.815055,1394,A,25.6,,16.2,15/07/2003,1998,1,01/03/2010,100,30,518
698,8238.516858,1394,J,25.7,25.5,14.7,18/01/1999,1998,1,01/03/2010,83,26,2443
2720,5081.57875,1394,CH,,,,25/08/1998,1998,1,01/03/2010,83,25,242
4098,2852.881003,1394,A,25.7,,15.3,11/02/2009,1998,1,01/03/2010,100,90,4136
4249,3991.485567,1394,A,25.8,,16.7,18/08/2008,1998,1,01/03/2010,100,87,4569
98,5576.510809,1396,A,25.0,,16.4,28/06/2003,1998,1,10/07/2007,112,30,525
1005,4094.667004,1396,A,24.7,,16.7,21/07/2002,1998,1,10/07/2007,112,41,834
1117,5984.548754,1396,A,24.4,,16.0,11/09/2002,1998,1,10/07/2007,112,41,834
2721,8560.635557,1396,CH,,,,25/08/1998,1998,1,10/07/2007,62,25,228
2735,3328.999033,1396,CH,20.5,20,13.6,31/08/1998,1998,1,10/07/2007,115,25,259
2736,6321.210557,1397,CH,19.2,,11.0,07/09/1998,1998,0,17/09/1998,117,25,261
2746,6389.816228,1400,CH,24.8,24.7,15.4,08/09/1998,1998,0,10/09/1998,125,25,264
270,6152.579156,1401,A,24.2,,15.0,23/12/2003,1997,0,18/07/2010,125,31,2682
3198,7599.244109,1401,A,24.0,,20.2,17/08/2006,1997,0,18/07/2010,125,75,3849
2763,8106.94974,1404,A,26.9,26.9,14.2,16/09/1998,1997,0,02/07/1999,45,25,216
2764,7746.020718,1406,CH,22.4,,13.6,20/09/1998,1998,0,20/09/1998,28,25,207
2765,5144.39498,1407,CH,21.0,,13.2,20/09/1998,1998,1,20/09/1998,2,25,188
2751,8029.820469,1408,CH,25.4,24.5,15.5,09/09/1998,1998,0,26/07/1999,20,25,200
240,4898.653897,1409,A,24.5,,15.2,15/12/2003,1998,0,28/07/2006,16,31,2602
240,4266.732755,1409,A,24.5,,15.2,15/12/2003,1998,0,28/07/2006,16,31,2602
240,3550.510212,1409,A,24.5,,15.2,15/12/2003,1998,0,28/07/2006,16,31,2602
1030,5588.449627,1409,A,24.8,,15.5,31/07/2002,1998,0,28/07/2006,16,41,788
2752,5756.827253,1409,CH,25.4,25.4,15.9,09/09/1998,1998,0,28/07/2006,110,25,257
2756,5376.024839,1410,J,23.5,23.7,13.9,10/09/1998,1998,0,25/08/1999,25,25,204
2759,10617.21553,1411,CH,,, 4.4,12/09/1998,1998,0,20/09/1998,28,25,207
2766,8274.643636,1411,CH,23.7,,14.4,20/09/1998,1998,0,20/09/1998,60,25,226
619,6579.091375,1412,A,25.8,,16.5,23/08/2005,1998,1,02/08/2010,129,37,736
2767,5458.103618,1412,J,27.2,26.8,15.9,20/09/1998,1998,1,02/08/2010,43,25,215
4213,2858.233936,1412,A,26.0,,17.0,08/08/2008,1998,1,02/08/2010,129,87,4586
380,6310.751696,1415,A,23.8,,15.9,26/07/2004,1998,0,25/01/2013,39,34,589
1004,6689.504699,1415,A,23.8,,15.2,20/07/2002,1998,0,25/01/2013,39,41,797
2772,7274.902096,1415,FL,25.2,25.1,,26/09/1998,1998,0,25/01/2013,38,25,212
3158,2167.339888,1415,A,24.2,,14.8,09/08/2006,1998,0,25/01/2013,39,75,3788
3672,8708.049358,1415,A,24.5,,14.6,15/06/2007,1998,0,25/01/2013,39,82,4216
3867,3826.085372,1415,A,24.2,,14.0,11/01/2008,1998,0,25/01/2013,39,85,4341
2771,6261.708298,1416,J,26.9,26.9,15.8,26/09/1998,1998,1,11/08/2000,168,25,278
86,3949.415655,1419,A,23.8,,13.8,24/06/2003,1999,0,10/01/2008,22,30,460
3151,6225.460702,1419,A,23.5,,15.1,08/08/2006,1999,0,10/01/2008,3,75,3762
720,6914.522541,1421,FL,23.8,23.9,12.6,17/04/1999,1999,0,05/09/1999,22,27,322
1027,5667.873779,1425,A,25.6,,17.4,30/07/2002,1999,1,06/09/2002,157,41,849
727,4442.143467,1427,FL,25.4,25.7,14.5,30/04/1999,1999,1,18/07/2011,94,27,2516
156,7215.443054,1429,A,23.5,,14.7,31/07/2003,1999,0,27/07/2006,134,30,3318
642,4082.490782,1429,A,23.1,,14.0,08/09/2005,1999,0,27/07/2006,134,37,737
706,8445.963775,1429,CH,18.9,, 9.4,21/01/1999,1999,0,27/07/2006,135,26,310
2892,5499.337138,1429,A,22.9,,13.1,26/11/2005,1999,0,27/07/2006,134,54,6386
708,23195.70035,1430,A,26.5,26.4,15.1,24/01/1999,1997,1,27/07/2002,100,26,2451
714,5125.601109,1432,SA,24.3,24.3,15.3,28/01/1999,1999,0,04/12/1999,5,26,2405
731,4893.481866,1434,FL,23.2,23,13.6,01/05/1999,1999,0,01/08/1999,73,27,332
734,5548.981438,1435,CH,26.2,25.9,16.9,04/07/1999,1999,1,02/06/2004,81,28,401
1069,7607.549539,1435,A,,,,19/08/2002,1999,1,02/06/2004,77,41,819
1069,8097.635544,1435,A,,,,19/08/2002,1999,1,02/06/2004,77,41,819
481,6483.749492,1437,A,24.2,,15.5,15/06/2005,1998,0,18/07/2007,87,37,710
735,9241.8042,1437,SA,24.3,24.4,15.9,06/07/1999,1998,0,18/07/2007,87,28,406
737,5670.277978,1438,CH,,,10.7,10/07/1999,1999,0,27/08/2014,169,28,441
1062,7638.233538,1438,A,23.5,,15.7,17/08/2002,1999,0,27/08/2014,98,41,827
738,3078.257729,1439,FL,24.1,23.8,14.2,13/07/1999,1999,0,06/08/1999,53,28,384
751,5858.05354,1440,CH,26.0,25.7,17.4,03/08/1999,1999,1,04/07/2001,76,28,398
740,7202.889899,1441,CH,24.6,24.2,15.4,24/07/1999,1999,1,17/12/2003,54,28,385
744,4937.819767,1485,A,26.6,26.6,17.3,26/07/1999,1998,1,04/08/2006,17,28,361
1114,9214.236543,1485,A,27.2,,17.5,10/09/2002,1998,1,04/08/2006,27,41,3251
762,8203.351451,1486,CH,25.6,25.8,16.0,11/08/1999,1999,1,11/08/1999,74,28,397
752,6627.291142,1487,CH,23.9,23.8,15.9,04/08/1999,1999,0,12/08/1999,166,28,439
753,6337.620552,1488,CH,25.3,24.9,17.3,04/08/1999,1999,1,05/07/2001,109,28,417
754,6430.701321,1489,CH,,, 9.3,04/08/1999,1999,1,09/09/2014,63,28,391
3853,6451.516125,1489,A,25.2,,16.3,01/09/2007,1999,1,09/09/2014,118,82,4275
192,5835.634699,1491,A,24.4,,15.3,19/08/2003,1999,0,23/08/2010,85,30,509
757,8084.978799,1491,CH,24.5,24.1,17.1,06/08/1999,1999,0,23/08/2010,30,28,370
3307,4504.797125,1491,A,24.8,,,12/01/2007,1999,0,23/08/2010,85,77,3942
3994,3289.206596,1491,A,24.3,,15.2,23/07/2008,1999,0,23/08/2010,85,87,4558
758,6088.461534,1492,J,26.7,26.4,16.5,07/08/1999,1999,1,25/12/2004,159,28,436
759,3583.536357,1493,CH,26.5,26.3,17.8,10/08/1999,1999,1,24/09/2002,26,28,367
448,3803.855289,1494,A,23.9,,16.3,02/01/2005,1999,1,31/08/2014,140,35,2967
448,3010.892931,1494,A,23.9,,16.3,02/01/2005,1999,1,31/08/2014,140,35,2967
3329,7208.536354,1494,A,24.0,,16.3,14/01/2007,1999,1,31/08/2014,140,77,3976
4100,4533.956903,1494,A,24.2,,16.2,11/02/2009,1999,1,31/08/2014,140,90,4158
110,6249.937091,1495,A,25.6,,16.9,07/07/2003,1999,1,13/08/2009,70,30,497
784,9883.049458,1495,CH,25.4,26,16.6,21/08/1999,1999,1,13/08/2009,68,28,393
764,5358.853201,1496,CH,26.1,26.3,16.6,14/08/1999,1999,1,20/08/1999,28,28,369
755,2419.880098,1498,CH,,, 7.0,04/08/1999,1999,1,20/11/1999,157,28,435
767,7328.663106,1498,CH,25.6,25.2,16.4,15/08/1999,1999,1,20/11/1999,63,28,391
639,6345.358239,1499,A,25.2,,15.7,24/08/2005,1999,1,19/02/2013,9,37,653
995,4308.770407,1499,A,25.1,,16.7,18/07/2002,1999,1,19/02/2013,22,41,790
3135,11974.92402,1499,A,25.3,,,04/08/2006,1999,1,19/02/2013,9,75,3767
3849,7274.210092,1499,A,25.0,,15.9,31/08/2007,1999,1,19/02/2013,9,82,4195
3908,5085.583936,1499,A,25.3,,16.1,22/01/2008,1999,1,19/02/2013,4,85,4315
848,5881.962318,1500,J,25.1,24.9,14.5,02/12/1999,1999,1,26/07/2006,42,29,2561
1088,4947.275704,1500,A,25.2,,17.0,29/08/2002,1999,1,26/07/2006,24,41,792
233,4582.498399,1501,A,24.4,,14.6,14/12/2003,1998,0,10/08/2009,28,31,2611
397,4053.97045,1501,A,24.6,,14.9,05/08/2004,1998,0,10/08/2009,28,34,583
531,4783.393122,1501,A,24.5,,16.6,13/07/2005,1998,0,10/08/2009,28,37,667
627,4365.027333,1501,A,24.5,,16.0,20/08/2005,1998,0,10/08/2009,28,37,667
627,2660.957953,1501,A,24.5,,16.0,20/08/2005,1998,0,10/08/2009,28,37,667
4080,4047.636314,1501,A,24.3,,15.0,03/02/2009,1998,0,10/08/2009,28,90,4083
788,12389.51536,1502,CH,19.3,19.3,12.1,31/08/1999,1999,0,09/09/1999,48,28,380
216,6233.604756,1503,A,25.0,,15.4,27/08/2003,1999,0,05/02/2008,30,30,467
868,5741.234226,1503,A,24.5,24.6,13.9,07/12/1999,1999,0,05/02/2008,72,29,2571
3753,9682.113057,1503,A,24.5,,17.0,19/07/2007,1999,0,05/02/2008,30,82,4210
69,5634.683675,1504,A,27.7,,17.0,17/06/2003,1999,1,24/08/2010,54,30,484
556,4026.952248,1504,A,27.4,,16.5,19/07/2005,1999,1,24/08/2010,54,37,684
598,7749.453272,1504,A,27.5,,17.0,07/08/2005,1999,1,24/08/2010,54,37,684
745,7240.744312,1504,FL,28.0,27.8,15.6,30/07/1999,1999,1,24/08/2010,45,28,378
885,5856.581627,1504,SA,27.4,27.2,15.7,02/08/2000,1999,1,24/08/2010,60,39,3066
1128,5534.482865,1504,A,25.2,,17.0,12/09/2002,1999,1,24/08/2010,54,41,809
2844,7713.749503,1504,A,27.4,,16.0,19/11/2005,1999,1,24/08/2010,54,54,5786
