Objective,PlateID,BloodID,U_PlateID,CqGAPDH,CqTelomere,EffGAPDH,EffTelomere,RTL,ID,Whodunnit,BirdID,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
2,3,1019,2_3,24.44666667,14.04133333,2.014333333,1.706,1.217419484,2700,EB,1042,A,24.9,,17.7,,1996,41,1059,26/07/2002,63,BrF,813,0,30/06/2015
1,5,2,1_5,10.74933333,29.56366667,2.115333333,1.783,0.0000389,2551,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,22,2,1_22,15.32133333,14.893,1.992333333,1.706666667,0.000830344,2388,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,2,2,1_2,10.909,13.523,2.099666667,1.750333333,0.0000814,2369,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,40,2,1_40,15.449,16.77733333,2.055666667,1.726,0.000230521,2543,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,16,2,1_16,17.934,15.29633333,1.962666667,1.742,0.015072707,2357,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,14,2,3_14,15.16533333,12.98466667,2.009666667,1.750666667,0.001957538,2765,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,61,2,3_61,15.559,13.78233333,1.86,1.733,0.006143565,2858,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,23,2,1_23,15.43066667,15.992,2.031333333,1.711333333,0.000829579,2399,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,12,2,1_12,11.155,15.25866667,2.098,1.738666667,0.0000368,2336,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,2,2,2_2,14.96033333,16.22633333,2.05,1.745,0.000475437,2645,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,6,2,2_6,15.00366667,16.13733333,2.099333333,1.758333333,0.000269388,2721,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,23,2,2_23,15.34066667,13.833,2.006,1.753333333,0.001382152,2670,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,38,2,1_38,15.06333333,16.403,2.094666667,1.697333333,0.000367746,2519,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,24,2,2_24,15.56066667,13.73466667,2.050666667,1.755333333,0.001154635,2682,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,37,2,1_37,14.35966667,15.42866667,2.077333333,1.727,0.000355728,2508,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,3,2,2_3,14.83533333,16.22066667,2.097666667,1.737333333,0.000291158,2693,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,36,2,1_36,15.12633333,17.77433333,2.034666667,1.648,0.000375398,2497,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,35,2,1_35,15.03066667,16.21,2.027333333,1.765,0.000436506,2486,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,34,2,1_34,14.72533333,16.59366667,2.105,1.688333333,0.000202522,2473,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,21,2,2_21,15.31766667,13.41666667,2.061333333,1.758333333,0.001037062,2658,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,6,2,3_6,15.21066667,16.40633333,1.992333333,1.713666667,0.000436558,2846,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,27,2,1_27,15.54466667,15.574,2.004666667,1.7,0.00091099,2422,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,33,2,1_33,15.12633333,17.77433333,2.034666667,1.648,0.000375398,2463,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,11,2,2_11,15.05133333,15.94933333,2.075333333,1.747333333,0.000281752,2596,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,39,2,1_39,15.209,16.47333333,2.108,1.749333333,0.000340371,2531,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,7,2,2_7,15.06333333,16.03633333,2.081333333,1.778,0.00029221,2732,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,32,2,1_32,14.98466667,16.338,1.986333333,1.738,0.000677098,2454,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,31,2,1_31,14.803,15.88166667,2.034333333,1.714666667,0.000460753,2444,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,10,2,3_10,14.95433333,12.24233333,2.029333333,1.753666667,0.002523627,2746,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,15,2,1_15,17.92866667,13.78533333,1.957,1.76,0.009674932,2345,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,29,2,1_29,14.74466667,16.602,2.021666667,1.699333333,0.000399747,2433,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,10,2,1_10,10.57666667,14.52433333,1.987666667,1.733666667,0.0000754,2325,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,25,2,1_25,15.345,15.40966667,1.995,1.722,0.001055383,2409,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,4,2,2_4,15.071,16.4,2.036,1.732333333,0.000393616,2707,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,64,2,3_64,15.22233333,11.719,1.921666667,1.863,0.005554855,2891,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,20,2,3_20,15.26,13.772,2.020666667,1.767,0.001423668,2812,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,15,2,3_15,15.42766667,14.317,1.938333333,1.748333333,0.001602368,2777,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,9,2,1_9,10.887,14.33466667,2.120666667,1.734666667,0.0000522,2573,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
1,8,2,1_8,10.63166667,14.40933333,2.106,1.746,0.0000327,2562,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,62,2,3_62,15.96633333,14.04833333,1.874,1.725666667,0.006190433,2868,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,2,2,3_2,15.00833333,15.68,2.047666667,1.717666667,0.000408829,2802,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,16,2,3_16,15.39166667,13.528,1.948333333,1.716666667,0.002822736,2789,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,19,2,2_19,15.32533333,13.193,2.128666667,1.752333333,0.001079767,2632,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,63,2,3_63,15.29433333,11.931,1.921333333,1.865333333,0.009203906,2879,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,4,2,3_4,14.66666667,15.884,2.005666667,1.720333333,0.000392876,2833,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,10,2,2_10,14.983,16.08266667,2.057666667,1.76,0.000299907,2583,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,18,2,2_18,15.233,12.762,2.090666667,1.743666667,0.001820765,2620,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
2,15,2,2_15,15.13833333,12.09133333,2.105333333,1.835666667,0.002045188,2609,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,7,2,4_7,15.82266667,12.04633333,1.926666667,1.854333333,0.007188295,3485,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,6,2,4_6,15.93066667,11.874,1.939333333,1.840333333,0.008661579,3473,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,21,2,4_21,15.88466667,12.14366667,1.938,1.751333333,0.008456453,3297,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,78,2,3_78,15.171,11.91766667,2.005666667,1.885666667,0.004836755,3012,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,10,2,5_10,26.47633333,11.87366667,1.139666667,1.774666667,0.273929746,3520,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,81,2,3_81,15.48,12.20033333,1.961333333,1.865666667,0.007023914,3036,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,26,2,4_26,15.06533333,12.28166667,1.985666667,1.832666667,0.006328024,3336,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,16,2,5_16,15.51433333,11.707,1.963666667,1.840666667,0.007360432,3571,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,27,2,4_27,15.45333333,12.15266667,1.973,1.821666667,0.008404702,3346,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,12,2,4_12,15.53566667,12.30766667,1.930666667,1.828333333,0.007326435,3206,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,13,2,4_13,15.16566667,11.97033333,1.999666667,1.849,0.008118306,3218,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,18,2,4_18,16.22933333,12.60666667,1.923666667,1.753333333,0.008539794,3256,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,65,2,3_65,15.639,12.20266667,1.897,1.845,0.008293676,2903,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,11,2,5_11,22.94133333,11.89866667,1.190333333,1.752666667,0.326613145,3530,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,66,2,3_66,15.33133333,11.79666667,1.966666667,1.828333333,0.00590713,2915,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,77,2,3_77,15.09866667,11.76066667,2.024666667,1.883333333,0.005812757,3002,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,32,2,4_32,15.79166667,11.919,1.991,1.847,0.012454406,3377,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,34,2,4_34,15.40066667,11.57266667,2.009,1.772,0.008196323,3389,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,8,2,5_8,16.79733333,11.65066667,1.910666667,1.833,0.008708786,3654,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,1,2,4_1,15.47666667,12.14633333,1.885666667,1.842,0.007677013,3171,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,4,2,5_4,15.92533333,12.577,1.997666667,1.830666667,0.007748826,3613,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,6,2,5_6,15.85766667,12.016,2.004333333,1.811666667,0.00899108,3634,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,69,2,3_69,15.311,11.69466667,1.969666667,1.825666667,0.00490537,2935,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,3,2,4_3,16.103,12.54,1.924,1.852,0.007867388,3366,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,5,2,4_5,15.79433333,12.013,1.914333333,1.845333333,0.009244722,3463,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,14,2,4_14,15.411,11.89966667,1.921333333,1.856333333,0.009309773,3229,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,10,2,4_10,15.665,12.13,1.949,1.841,0.007545786,3183,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,3,2,5_3,16.03133333,12.106,1.987333333,1.817333333,0.011678366,3602,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,11,2,4_11,15.759,12.14066667,1.998333333,1.845666667,0.007514585,3194,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,29,2,4_29,15.33133333,11.65766667,2.001666667,1.829666667,0.01049256,3355,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,17,2,5_17,15.53933333,12.166,1.969,1.835,0.009227593,3582,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,2,2,4_2,15.552,12.04633333,1.895,1.846333333,0.006553224,3276,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,16,2,4_16,16.066,12.661,1.954,1.782666667,0.009279711,3247,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,7,2,4_7,25.801,14.69433333,2.009666667,1.796666667,1.020309055,3496,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,83,2,3_83,15.32033333,11.708,1.997333333,1.893,0.005541413,3056,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,85,2,3_85,16.025,12.82633333,1.947666667,1.837333333,0.003739638,3080,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,75,2,3_75,14.95333333,12.04166667,2.025333333,1.954666667,0.003657866,2979,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,37,2,4_37,4.373333333,13.164,1.842333333,1.808,0.00000554,3410,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,15,2,5_15,15.56433333,12.23,1.969666667,1.839333333,0.005881578,3560,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,76,2,3_76,15.153,12.08,2.011666667,1.896333333,0.00541344,2990,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,84,2,3_84,15.31833333,12.095,1.983666667,1.91,0.00487155,3068,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,9,2,4_9,15.326,12.21433333,1.961333333,1.848333333,0.006948244,3497,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,22,2,4_22,15.341,11.73566667,1.894666667,1.753333333,0.012650734,3307,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,14,2,5_14,15.32133333,11.66933333,1.973666667,1.814,0.007194386,3549,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,19,2,4_19,16.097,12.77266667,1.967666667,1.766333333,0.005638983,3266,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,79,2,3_79,15.09466667,11.83766667,2.032666667,1.913333333,0.004081307,3024,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,24,2,4_24,15.977,12.49966667,1.953,1.757,0.009354522,3316,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,86,2,3_86,4.648333333,12.864,1.838333333,1.849666667,0.00000799,3091,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,37,2,4_37,25.84333333,14.67366667,1.951666667,1.783666667,1.305661527,3415,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,35,2,4_35,15.65,11.65766667,1.993,1.825666667,0.008873765,3401,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,18,2,5_18,15.313,11.395,1.972666667,1.886,0.008354159,3594,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,9,2,3_9,15.17766667,13.335,1.978,1.724666667,0.001870218,3139,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,73,2,3_73,15.14966667,12.238,2.009333333,1.866666667,0.004625082,2968,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,82,2,3_82,15.201,11.583,1.993,1.881666667,0.006351187,3046,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,1,2,5_1,15.989,12.00066667,1.995666667,1.826333333,0.010774532,3509,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,15,2,4_15,16.25533333,12.54566667,1.922333333,1.788,0.008705466,3240,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,20,2,4_20,15.98066667,12.56033333,1.936,1.746666667,0.009113101,3287,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
4,25,2,4_25,16.21866667,12.29766667,1.935333333,1.773,0.011027415,3326,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
5,13,2,5_13,15.33066667,11.66733333,1.964333333,1.834333333,0.007969647,3538,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
3,71,2,3_71,15.34766667,11.59966667,2.003666667,1.892,0.005906057,2946,EB,1757,A,24.6,,15.6,,2001,41,1117,23/09/2002,58,BrF,811,0,07/09/2010
8,12,1133,8_12,23.9435,17.7065,1.885,1.8255,0.888183909,924,EAF,1745,SA,26.6,,17.0,,2002,41,1108,13/09/2002,60,ABX,812,1,03/01/2004
4,37,1132,4_37,24.237,13.38466667,1.843,1.743333333,0.929440033,3414,EB,1744,A,25.2,,15.5,,2001,41,1108,13/09/2002,60,BrM,812,1,02/09/2010
4,7,1132,4_7,24.355,13.19633333,1.881666667,1.767333333,0.933071255,3490,EB,1744,A,25.2,,15.5,,2001,41,1108,13/09/2002,60,BrM,812,1,02/09/2010
4,3,1020,4_3,23.878,13.42666667,1.871333333,1.756,0.720641268,3374,EB,176,A,26.0,,17.5,,1988,41,1059,26/07/2002,63,BrM,813,1,12/06/2003
4,6,1119,4_6,24.706,13.911,1.840666667,1.794666667,0.851738626,3484,EB,1666,A,,,17.2,,2001,41,1105,11/09/2002,39,BrM,797,1,24/06/2004
4,39,1119,4_39,24.37066667,13.68833333,1.863,1.779666667,0.868789935,3424,EB,1666,A,,,17.2,,2001,41,1105,11/09/2002,39,BrM,797,1,24/06/2004
4,2,1002,4_2,23.88333333,12.13,1.866666667,1.787,1.227621602,3277,EB,1666,A,25.5,,16.7,,2001,41,1053,20/07/2002,39,BrM,797,1,24/06/2004
3,92,1119,3_92,23.98166667,12.648,1.871333333,1.759666667,1.107282973,3160,EB,1666,A,,,17.2,,2001,41,1105,11/09/2002,39,BrM,797,1,24/06/2004
8,20,1036,8_20,23.2885,16.6775,1.929,1.8105,0.724028481,1093,EAF,1543,A,25.6,,16.9,,1999,41,1071,02/08/2002,42,ABX,799,1,14/09/2009
8,37,1034,8_37,24.9145,18.073,1.881,1.7835,0.869171614,1447,EAF,609,A,25.9,,16.7,,1993,41,1069,01/08/2002,42,BrM,799,1,20/11/2005
8,26,1034,8_26,24.4585,17.6045,1.9125,1.746,0.846325236,1198,EAF,609,A,25.9,,16.7,,1993,41,1069,01/08/2002,42,BrM,799,1,20/11/2005
8,32,1073,8_32,23.2915,16.3735,1.9275,1.8315,0.685609904,1342,EAF,1714,SA,27.2,,16.0,,2002,41,1087,22/08/2002,40,B,798,1,06/07/2007
4,2,993,4_2,23.83466667,12.02966667,1.855666667,1.779333333,1.262638127,3283,EB,1222,A,24.6,,,,1997,41,1050,17/07/2002,40,BrF,798,0,19/08/2004
4,2,994,4_2,24.18933333,13.25,2.016666667,1.782,0.706259661,3284,EB,1607,A,25.1,,15.9,,2001,41,1051,18/07/2002,40,ABX,798,1,26/02/2015
8,19,1137,8_19,23.103,14.783,1.865,1.767,1.466321323,1072,EAF,1749,FL,25.9,,,,2002,41,1110,17/09/2002,43,FL,800,1,16/07/2003
8,24,1120,8_24,23.275,14.55,1.901,1.7965,2.478803842,1158,EAF,1743,FL,25.2,,16.6,,2002,41,1105,11/09/2002,39,FL,797,1,02/01/2009
8,15,1120,8_15,23.5465,15.816,1.926,1.825,2.093012609,989,EAF,1743,FL,25.2,,16.6,,2002,41,1105,11/09/2002,39,FL,797,1,02/01/2009
8,31,1147,8_31,22.884,16.4985,1.962,1.812,0.529448201,1323,EAF,1165,A,26.0,,17.0,,1996,41,1115,19/09/2002,38,BrM,796,1,29/11/2005
8,25,1147,8_25,22.9255,16.5115,1.9385,1.7915,0.451534528,1175,EAF,1165,A,26.0,,17.0,,1996,41,1115,19/09/2002,38,BrM,796,1,29/11/2005
1,2,3,1_2,14.47766667,18.738,2.043,1.745666667,0.0000835,2370,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,15,3,2_15,18.572,16.30033333,2.039,1.83,0.002548278,2610,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,11,3,2_11,18.45766667,19.76333333,2.088333333,1.722333333,0.00041017,2597,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,21,3,2_21,18.67833333,17.64033333,2.070666667,1.754666667,0.001063109,2659,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,23,3,2_23,18.84633333,18.09266667,2.033333333,1.763666667,0.001299246,2671,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,8,3,1_8,14.136,18.96233333,2.095,1.767666667,0.0000351,2563,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,9,3,1_9,14.183,19.16966667,2.104333333,1.767333333,0.0000438,2574,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
3,4,3,3_4,18.18,19.88566667,2.027,1.753333333,0.000440917,2834,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,15,3,1_15,17.62233333,18.32966667,1.970333333,1.780333333,0.00054594,2346,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,4,3,2_4,18.461,20.25166667,2.053333333,1.757333333,0.000466985,2708,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,24,3,2_24,18.75066667,17.88,2.043,1.756666667,0.001133344,2683,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
3,3,3,3_3,18.642,19.92633333,1.932666667,1.746666667,0.000930995,2824,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,2,3,2_2,18.345,20.177,2.119666667,1.731333333,0.000484852,2646,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
3,6,3,3_6,18.59466667,20.12933333,1.924666667,1.737666667,0.000757812,2847,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,16,3,1_16,17.625,19.82266667,1.982666667,1.736333333,0.000931655,2358,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,10,3,1_10,14.13,19.18033333,2.092333333,1.761,0.0000365,2326,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,5,3,1_5,14.22366667,29.111,2.109666667,1.781,0.000700451,2552,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,12,3,1_12,14.592,19.75633333,2.023333333,1.725333333,0.0000591,2337,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,3,3,2_3,18.31233333,20.203,2.079,1.743,0.00044705,2694,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
2,10,3,2_10,18.448,19.83733333,2.101,1.748333333,0.000387151,2584,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
8,10,3,8_10,23.1815,15.8155,1.896,1.8325,1.000425037,891,EAF,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,32,3,1_32,18.37166667,20.084,2.035666667,1.742,0.000719272,2455,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,35,3,1_35,18.15266667,20.13566667,2.030666667,1.763333333,0.000422424,2487,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,27,3,1_27,17.766,19.89333333,2.046333333,1.739,0.000331701,2423,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
1,34,3,1_34,18.25766667,20.32233333,2.064,1.724666667,0.0004198,2474,EB,1523,A,26.9,,18.5,,1999,41,1118,23/09/2002,58,BrM,811,1,31/01/2013
