BloodID,TL,BirdID,BTN,Whodunnit,Objective,Plate
3911,2616.133516,,2781,EAF,7,33
3911,2482.989068,,2781,EAF,7,34
3911,3884.169851,,2781,EAF,7,43
3904,3238.157823,,2784,EAF,7,40
3572,2317.769416,,2798,EAF,7,35
4043,18277.33494,,2955,EAF,7,29
4034,1750.414731,,2966,EAF,7,27
4035,1792.848808,,2967,EAF,7,39
4036,2056.893729,,2968,EAF,7,31
4037,3908.182105,,2969,EAF,7,27
4030,7897.108176,,2974,EAF,7,38
4031,2517.382169,,2975,EAF,7,45
4023,7009.147515,,2978,EAF,7,44
4022,18924.52818,,2983,EAF,7,44
4018,9127.330537,,2988,EAF,7,20
4003,2438.99485,,2999,EAF,7,46
3952,1324.803318,,3006,EAF,7,35
3973,4513.046015,,3024,EAF,7,31
3976,2704.566589,,3027,EAF,7,35
3982,2411.104081,,3034,EAF,7,44
4161,1392.06376,,3056,EAF,7,32
4158,5627.827743,,3057,EAF,7,41
3618,2584.596128,,3063,EAF,7,33
3618,2102.944941,,3063,EAF,7,34
3618,3438.969503,,3063,EAF,7,43
3622,3234.987673,,3068,EAF,7,33
3622,2372.088174,,3068,EAF,7,34
3622,3317.335721,,3068,EAF,7,43
3624,8867.844193,,3071,EAF,7,37
4209,2136.648841,,3098,EAF,7,38
4243,1953.004251,,3115,EAF,7,30
4251,3647.715727,,3125,EAF,7,29
4252,5006.943907,,3127,EAF,7,39
4264,1970.575214,,3136,EAF,7,46
4013,6182.315246,,3139,EAF,7,40
4060,7725.552118,,3149,EAF,7,40
4059,3085.54675,,3154,EAF,7,39
4066,4310.905861,,3159,EAF,7,46
4068,2627.904094,,3161,EAF,7,41
4072,600.7198867,,3165,EAF,7,37
4972,8335.805662,,3169,EAF,7,41
4081,2527.047391,,3174,EAF,7,30
4082,4495.276568,,3175,EAF,7,42
4084,2948.842854,,3177,EAF,7,42
4123,7676.027026,,3228,EAF,7,40
4270,3882.951812,,3251,EAF,7,37
4292,4218.003321,,3271,EAF,7,42
4295,4368.048712,,3272,EAF,7,38
4321,644.9592371,,3293,EAF,7,27
4311,1201.123462,,3301,EAF,7,29
4353,6196.811784,,3302,EAF,7,27
4354,23474.85323,,3303,EAF,7,38
4337,918.5650386,,3307,EAF,7,36
4330,438.7126143,,3308,EAF,7,25
4330,321.3900052,,3308,EAF,7,26
4331,1657.67777,,3312,EAF,7,45
4347,2302.977915,,3314,EAF,7,35
4348,3145.250578,,3315,EAF,7,25
4348,2309.68744,,3315,EAF,7,26
4346,2511.727787,,3320,EAF,7,45
4333,2068.358194,,3322,EAF,7,45
4326,3881.54184,,3326,EAF,7,36
4323,4681.014361,,3328,EAF,7,36
4335,203.2219147,,3331,EAF,7,27
4356,1301.659527,,3342,EAF,7,35
4358,3929.212291,,3344,EAF,7,32
4513,5243.115979,,3359,EAF,7,35
4514,6774.719407,,3361,EAF,7,24
4512,9071.748929,,3363,EAF,7,38
4539,6593.847031,,3365,EAF,7,24
4540,4105.167894,,3367,EAF,7,39
4541,6020.67358,,3368,EAF,7,42
4534,6079.063904,,3369,EAF,7,24
4536,5236.692874,,3371,EAF,7,38
4532,2670.656315,,3374,EAF,7,42
4533,2064.541321,,3375,EAF,7,30
4565,2879.219401,,3392,EAF,7,25
4565,1705.935007,,3392,EAF,7,26
4566,3278.522031,,3393,EAF,7,31
4564,3148.367639,,3397,EAF,7,20
4564,2968.532415,,3397,EAF,7,38
4569,4446.262664,,3399,EAF,7,39
4567,4246.659771,,3404,EAF,7,33
4567,3557.114215,,3404,EAF,7,34
4567,6083.681774,,3404,EAF,7,43
4568,9616.398915,,3405,EAF,7,37
4562,3693.922053,,3414,EAF,7,36
4578,2637.478548,,3423,EAF,7,20
4578,2676.113908,,3423,EAF,7,31
4588,5072.464062,,3427,EAF,7,27
4589,7082.94158,,3428,EAF,7,31
4593,4211.518663,,3435,EAF,7,32
4598,4882.427303,,3437,EAF,7,25
4598,3448.679563,,3437,EAF,7,26
4448,19737.23008,,3445,EAF,7,39
4441,5091.091786,,3507,EAF,7,41
4456,1130.394083,,3515,EAF,7,36
4458,7129.487188,,3518,EAF,7,44
5003,5484.502778,,3602,EAF,7,46
4994,887.5910105,,3620,EAF,7,39
4600,4717.83231,,3671,EAF,7,24
4604,3722.529227,,3677,EAF,7,29
4607,4027.991748,,3681,EAF,7,33
4607,3854.169933,,3681,EAF,7,34
4607,5812.774932,,3681,EAF,7,43
4616,2306.108968,,3686,EAF,7,33
4616,2376.338554,,3686,EAF,7,34
4616,3454.336504,,3686,EAF,7,43
4613,28071.47655,,3687,EAF,7,41
4614,3886.076137,,3688,EAF,7,25
4614,2418.451505,,3688,EAF,7,26
4610,2139.039341,,3699,EAF,7,30
4624,14103.19989,,3721,EAF,7,31
4650,7699.355597,,3729,EAF,7,32
4686,9105.838549,,3751,EAF,7,29
4692,5713.77732,,3802,EAF,7,31
4696,11103.41863,,3809,EAF,7,37
4753,7340.475252,,3820,EAF,7,31
4770,10514.8422,,3835,EAF,7,20
4767,4822.162566,,3836,EAF,7,30
4794,4437.04569,,3861,EAF,7,44
4797,2961.185126,,3872,EAF,7,32
4798,2471.141869,,3873,EAF,7,25
4798,2266.669287,,3873,EAF,7,26
4795,5921.189123,,3874,EAF,7,38
4811,2814.551007,,3887,EAF,7,39
4832,6340.705331,,3894,EAF,7,46
4821,346.4016601,,3898,EAF,7,42
4889,1184.708144,,3922,EAF,7,44
4884,238.6598433,,3923,EAF,7,46
5035,6016.308079,,4083,EAF,7,45
5040,16447.19416,,4084,EAF,7,32
5057,3644.607807,,4093,EAF,7,32
5069,5296.521615,,4094,EAF,7,33
5069,5156.890919,,4094,EAF,7,34
5069,5886.218891,,4094,EAF,7,43
5068,5414.125805,,4106,EAF,7,30
5072,7256.693591,,4111,EAF,7,41
5054,18190.70714,,4118,EAF,7,42
5049,5574.457642,,4124,EAF,7,41
5191,16510.57248,,4195,EAF,7,45
5198,6608.425962,,4208,EAF,7,20
5198,8228.16616,,4208,EAF,7,37
5208,5502.860687,,4220,EAF,7,41
5278,19089.36691,,4238,EAF,7,27
5289,3257.410366,,4282,EAF,7,37
5318,2372.664847,,4304,EAF,7,42
5327,5412.230968,,4310,EAF,7,20
5336,6430.109332,,4321,EAF,7,31
5341,10851.49099,,4326,EAF,7,45
5342,6400.519059,,4327,EAF,7,27
5356,4688.859662,,4349,EAF,7,33
5356,4196.989735,,4349,EAF,7,34
5356,6257.754817,,4349,EAF,7,43
5366,2790.827836,,4368,EAF,7,32
5376,2176.133747,,4379,EAF,7,46
5379,8928.213293,,4386,EAF,7,40
5386,15354.79776,,4389,EAF,7,40
5385,9931.327025,,4391,EAF,7,36
5388,11395.39791,,4395,EAF,7,38
5392,4609.294874,,4396,EAF,7,42
5405,2946.652777,,4412,EAF,7,32
5407,16408.69411,,4416,EAF,7,37
5624,1856.29062,,4559,EAF,7,31
5758,3276.693868,,4590,EAF,7,29
5659,6536.810306,,4602,EAF,7,34
5659,11742.6708,,4602,EAF,7,43
5679,2292.11757,,4620,EAF,7,20
5679,2054.091389,,4620,EAF,7,41
5765,21839.97518,,4699,EAF,7,44
5889,8033.101013,,4836,EAF,7,41
5916,3065.298438,,4864,EAF,7,29
5933,4740.621418,,4879,EAF,7,31
5950,12179.48884,,4892,EAF,7,44
5992,3372.489665,,4930,EAF,7,45
6025,3262.163116,,4966,EAF,7,44
6092,4548.287084,,5048,EAF,7,30
6090,4613.031956,,5050,EAF,7,40
