BloodID,TL,Whodunnit,PlateID,BirdID,Objective,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
225,5622.830289,EAF,32,1857,6,CH,24.1,,14.2,,2003,30,1217,30/08/2003,17,CH,458,0,12/02/2014
227,8532.553733,EAF,19,1855,6,CH,19.5,,13.3,,2003,30,1217,30/08/2003,42,CH,473,0,30/08/2003
90,5031.315751,EB,10,1773,4,A,25.9,,16.2,,2002,30,1148,26/06/2003,27,BrM,465,1,02/09/2005
90,1035.625815,EB,41,1773,4,A,25.9,,16.2,,2002,30,1148,26/06/2003,27,BrM,465,1,02/09/2005
229,7691.382361,EAF,19,1853,6,CH,22.7,,13.0,,2003,30,1216,30/08/2003,5,CH,448,0,09/09/2003
223,6612.406226,EAF,31,1852,6,CH,23.7,,15.9,,2003,30,1216,30/08/2003,23,CH,461,0,04/08/2014
222,6633.227717,EAF,19,1849,6,CH,24.8,,14.5,,2003,30,1217,30/08/2003,173,CH,550,0,22/08/2004
219,5089.208425,EAF,10,1848,6,CH,25.0,,16.1,,2003,30,1214,29/08/2003,24,CH,462,1,13/03/2010
219,3173.700636,EAF,15,1848,6,CH,25.0,,16.1,,2003,30,1214,29/08/2003,24,CH,462,1,13/03/2010
66,22326.315,EAF,38,609,7,A,25.9,,16.0,,1993,30,1133,15/06/2003,42,BrM,473,1,20/11/2005
146,821.5179025,EAF,44,927,7,A,25.0,,16.7,,1994,30,1175,26/07/2003,2,BrF,445,0,27/12/2003
141,5270.060766,EB,13,501,2,A,,,,,1994,30,1170,20/07/2003,2,BrM,445,1,18/12/2004
83,2479.411937,EB,10,1771,4,A,24.4,,14.6,,2001,30,1142,23/06/2003,5,BrF,448,0,23/08/2003
213,6431.592577,EAF,31,1844,6,CH,26.4,,16.9,,2003,30,1213,27/08/2003,39,CH,2581,1,20/09/2013
61,4768.188202,EB,9,1666,4,A,25.2,,16.3,,2001,30,1129,13/06/2003,39,BrM,2581,1,24/06/2004
62,3085.143773,EAF,8,1766,8,OFL,25.2,,14.1,,2003,30,1129,13/06/2003,39,OFL,2581,1,26/08/2008
60,5989.333392,EB,9,1743,4,A,25.1,,16.1,,2002,30,1129,13/06/2003,39,H,2581,1,02/01/2009
124,4993.43478,EB,11,1786,4,A,25.6,,15.6,,2002,30,1160,10/07/2003,59,BrM,2582,1,15/08/2003
47,7100.243745,EAF,1,1762,8,SA,25.9,,15.4,,2002,30,1124,07/06/2003,2,B,445,1,15/09/2015
191,5827.024769,EB,13,1823,4,A,26.7,,16.0,,2002,30,1202,19/08/2003,85,BrM,509,1,15/01/2008
192,4664.370492,EB,14,1491,4,A,24.4,,15.3,,1999,30,1203,19/08/2003,85,BrF,509,0,23/08/2010
149,3082.108236,EB,12,1697,4,A,25.7,,14.6,,2002,30,1177,28/07/2003,93,BrF,2585,0,11/01/2007
149,2685.435678,EB,41,1697,4,A,25.7,,14.6,,2002,30,1177,28/07/2003,93,BrF,2585,0,11/01/2007
153,22693.04506,EAF,46,1579,7,A,25.9,,18.5,,2000,30,1178,29/07/2003,94,SEEN1,513,1,02/08/2008
152,2350.916171,EB,18,1195,2,A,24.2,,16.2,,1996,30,1179,29/07/2003,94,BrF,513,0,07/09/2010
152,2313.768036,EB,23,1195,2,A,24.2,,16.2,,1996,30,1179,29/07/2003,94,BrF,513,0,07/09/2010
106,6333.778235,EB,10,1609,4,A,24.6,,16.4,,2001,30,1154,01/07/2003,94,BrM,513,1,12/08/2003
189,5330.770924,EB,13,1822,4,A,25.5,,15.1,,2002,30,1200,17/08/2003,96,BrM,515,1,05/01/2005
188,12679.26548,EAF,42,1598,7,A,24.4,,15.2,,2000,30,1200,17/08/2003,96,BrF,515,0,13/01/2007
211,3062.205021,EAF,13,1213,6,A,25.0,,16.3,,1997,30,1213,27/08/2003,68,BrM,495,1,22/12/2004
211,8198.443847,EB,6,1213,2,A,25.0,,16.3,,1997,30,1213,27/08/2003,68,BrM,495,1,22/12/2004
110,2437.328593,EAF,31,1495,6,A,25.6,,16.9,,1999,30,1157,07/07/2003,70,BrM,497,1,13/08/2009
110,5070.18319,EB,11,1495,4,A,25.6,,16.9,,1999,30,1157,07/07/2003,70,BrM,497,1,13/08/2009
109,5315.767929,EB,11,1782,4,A,23.7,,19.3,,2002,30,1157,07/07/2003,70,BrF,497,0,25/08/2010
108,3336.425787,EB,10,1782,4,A,23.7,,19.3,,2002,30,1157,07/07/2003,70,BrF,497,0,25/08/2010
94,6187.16604,EB,10,1731,4,A,25.3,,15.8,,2002,30,1150,28/06/2003,80,H,505,1,25/07/2013
160,5107.577873,EB,13,1745,4,A,26.6,,16.7,,2002,30,1186,04/08/2003,72,SEEN1,499,1,03/01/2004
58,5266.724854,EB,9,1711,4,A,25.6,,16.4,,2001,30,1128,12/06/2003,77,ABX,503,1,18/11/2005
161,4357.364347,EAF,6,1820,8,CH,25.0,,18.1,,2003,30,1186,04/08/2003,72,FL,499,1,15/10/2015
190,1544.158627,EB,38,1533,4,A,26.8,,16.2,,1999,30,1201,18/08/2003,99,BrM,517,1,22/01/2015
190,3115.520394,EB,92,1533,3,A,26.8,,16.2,,1999,30,1201,18/08/2003,99,BrM,517,1,22/01/2015
132,3503.794881,EB,12,1394,4,A,25.6,,16.2,,1998,30,1166,15/07/2003,100,BrM,518,1,01/03/2010
64,4677.002479,EB,9,1767,4,A,27.0,,15.0,,2002,30,1131,15/06/2003,12,B,453,1,17/08/2007
174,3839.52042,EB,13,1612,4,A,24.3,,,,2000,30,1189,07/08/2003,108,BrF,521,0,17/12/2003
174,2475.819015,EB,38,1612,4,A,24.3,,,,2000,30,1189,07/08/2003,108,BrF,521,0,17/12/2003
173,4101.760535,EB,6,1199,2,A,26.0,,,,1996,30,1189,07/08/2003,108,BrM,521,1,26/01/2008
59,6096.903673,EB,13,1040,2,A,26.2,,16.6,,1995,30,1129,13/06/2003,109,BrM,522,1,23/06/2006
179,6189.944592,EB,13,1803,4,A,25.3,,14.8,,2002,30,1193,11/08/2003,109,H,522,0,22/05/2013
102,5386.913452,EB,13,1355,2,A,25.2,,15.4,,1997,30,1151,29/06/2003,79,BrF,504,0,19/08/2003
104,20051.84855,EAF,14,1780,8,SA,26.0,,16.9,,2002,30,1154,01/07/2003,86,BrM,2583,1,10/12/2005
156,6992.391712,EB,13,1429,2,A,23.5,,14.7,,1999,30,1182,31/07/2003,134,BrF,3318,0,27/07/2006
95,4461.816601,EB,10,1775,4,A,25.3,,15.2,,2002,30,1149,28/06/2003,14,B,455,1,07/01/2007
177,3701.910612,EAF,37,1801,7,SA,25.7,,16.3,,2002,30,1190,09/08/2003,137,ABX,2587,1,17/08/2013
157,2133.563179,EB,18,1587,2,A,25.8,,16.9,,1999,30,1183,31/07/2003,144,BrM,539,1,13/01/2007
157,5409.923472,EB,23,1587,2,A,25.8,,16.9,,1999,30,1183,31/07/2003,144,BrM,539,1,13/01/2007
143,4481.35467,EB,12,1793,4,A,25.8,,16.6,,2002,30,1171,21/07/2003,144,ABX,539,1,24/05/2004
144,3975.12536,EB,12,1275,4,A,24.7,,,,1998,30,1171,21/07/2003,144,BrF,539,0,22/07/2005
230,5811.828035,EAF,30,1858,6,CH,25.6,,16.4,,2003,30,1218,31/08/2003,32,CH,468,1,13/07/2009
218,4597.820751,EAF,30,1847,6,CH,23.8,,16.2,,2003,30,1215,29/08/2003,3,CH,446,0,21/07/2004
197,5561.378926,EAF,20,1828,6,CH,23.1,,13.9,,2003,30,1207,22/08/2003,81,FL,506,0,15/07/2006
93,7587.236874,EAF,36,1776,7,SA,24.3,,13.9,,2002,30,1149,28/06/2003,112,ABX,525,0,17/01/2008
98,4450.172378,EB,10,1396,4,A,25.0,,16.4,,1998,30,1150,28/06/2003,112,BrM,525,1,10/07/2007
96,5272.004147,EB,10,1510,4,A,24.1,,14.0,,1999,30,1150,28/06/2003,112,BrF,525,0,07/01/2009
134,4449.198427,EAF,35,1049,7,A,24.0,,14.8,,1996,30,1165,15/07/2003,116,H,527,0,23/12/2003
111,5425.344885,EB,11,1756,4,A,25.3,,16.4,,2001,30,1157,07/07/2003,123,BrM,529,1,07/06/2005
180,3415.085817,EAF,45,1804,7,CH,22.4,,14.0,,2003,30,1193,11/08/2003,4,FL,447,1,28/08/2008
54,6831.149228,EAF,32,1765,7,A,24.4,,14.1,,2002,30,1126,10/06/2003,47,BrF,477,0,25/02/2012
54,4256.158087,EB,8,1765,4,A,24.4,,14.1,,2002,30,1126,10/06/2003,47,BrF,477,0,25/02/2012
57,4164.549622,EB,9,1753,4,A,24.3,,14.4,,2002,30,1127,11/06/2003,47,SEEN1,477,0,18/07/2011
55,8033.630694,EAF,41,921,7,A,24.5,,15.2,,1994,30,1126,10/06/2003,47,BrM,477,1,15/12/2003
68,6834.255005,EB,9,1553,4,A,26.2,,15.4,,1999,30,1134,17/06/2003,50,BrM,480,1,23/02/2010
52,3599.831419,EB,39,1684,4,A,25.5,,17.3,,2000,30,1125,08/06/2003,40,BrM,472,1,26/07/2011
52,6085.586323,EB,8,1684,4,A,25.5,,17.3,,2000,30,1125,08/06/2003,40,BrM,472,1,26/07/2011
52,3868.823117,EB,40,1684,4,A,25.5,,17.3,,2000,30,1125,08/06/2003,40,BrM,472,1,26/07/2011
51,16024.65675,EAF,36,1222,7,A,24.9,,,,1997,30,1125,08/06/2003,40,BrF,472,0,19/08/2004
51,6171.743041,EB,8,1222,4,A,24.9,,,,1997,30,1125,08/06/2003,40,BrF,472,0,19/08/2004
72,2869.54549,EB,21,51,2,A,26.0,,15.9,,1986,30,1135,18/06/2003,51,BrM,481,1,01/08/2003
216,5217.219409,EB,6,1503,2,A,25.0,,15.4,,1999,30,1213,27/08/2003,30,BrF,467,0,05/02/2008
217,5374.642459,EB,23,507,2,A,25.9,,17.4,,1993,30,1213,27/08/2003,30,BrM,467,1,26/08/2008
217,5052.289946,EB,18,507,2,A,25.9,,17.4,,1993,30,1213,27/08/2003,30,BrM,467,1,26/08/2008
128,3346.915541,EB,12,503,4,A,24.9,,15.0,,1993,30,1162,11/07/2003,33,BrF,469,0,11/01/2008
127,3078.657386,EB,12,1214,4,A,25.8,,15.4,,1997,30,1163,11/07/2003,33,BrM,469,1,14/07/2006
69,4510.6671,EB,9,1504,4,A,27.7,,17.0,,1999,30,1134,17/06/2003,54,BrM,484,1,24/08/2010
126,1550.08988,EAF,14,1787,8,SA,25.7,,16.4,,2002,30,1163,11/07/2003,36,BrM,2580,1,02/02/2008
50,663.5456901,EAF,32,1764,8,J,24.5,,14.1,,2003,30,1125,08/06/2003,40,ABX,472,0,30/07/2005
113,2672.613152,EAF,27,1783,7,J,25.3,,16.5,,2003,30,1156,07/07/2003,67,ABX,494,1,15/03/2010
117,5410.470711,EB,11,453,4,A,26.3,,,,1992,30,1159,09/07/2003,69,BrM,496,1,17/02/2010
53,5366.300694,EB,8,1695,4,A,26.2,,16.5,,2001,30,1126,10/06/2003,53,SEEN1,483,1,28/07/2006
53,5447.737763,EAF,23,1695,8,A,26.2,,16.5,,2001,30,1126,10/06/2003,53,SEEN1,483,1,28/07/2006
65,4542.172974,EB,9,1660,4,A,24.9,,14.4,,2002,30,1132,15/06/2003,8,H,450,0,14/09/2015
175,6272.416383,EB,6,1244,2,A,23.0,,15.6,,1997,30,1189,07/08/2003,71,BrF,498,0,17/07/2008
212,7719.02359,EAF,36,1846,6,CH,24.9,,16.0,,2003,30,1213,27/08/2003,71,CH,498,1,27/08/2003
112,6646.198435,EAF,43,1188,7,A,25.4,,17.5,,1996,30,1156,07/07/2003,71,BrM,498,1,12/08/2010
112,7765.617334,EAF,33,1188,7,A,25.4,,17.5,,1996,30,1156,07/07/2003,71,BrM,498,1,12/08/2010
112,5297.951521,EAF,34,1188,7,A,25.4,,17.5,,1996,30,1156,07/07/2003,71,BrM,498,1,12/08/2010
178,5680.19772,EB,13,1802,4,A,26.1,,15.3,,2002,30,1191,10/08/2003,79,BrM,504,1,01/09/2010
187,6921.336302,EB,13,1821,4,A,25.1,,15.9,,2002,30,1198,16/08/2003,54,BrF,484,0,09/09/2015
186,6584.161395,EB,13,1699,4,A,26.4,,18.5,,2002,30,1199,16/08/2003,54,ABX,484,1,21/08/2006
123,5022.341626,EAF,7,1671,8,SA,26.4,,16.0,,2002,30,1161,10/07/2003,55,ABX,485,1,08/08/2011
172,4845.069952,EB,13,1800,4,A,25.7,,15.7,,2002,30,1188,06/08/2003,55,H,485,0,20/08/2007
81,4429.970106,EB,9,1750,4,A,26.4,,16.4,,2002,30,1140,22/06/2003,7,ABX,449,1,17/09/2015
79,4007.392271,EB,9,1509,4,A,26.1,,16.8,,1999,30,1140,22/06/2003,7,BrM,449,1,31/08/2010
115,5667.995791,EB,11,1540,4,A,25.7,,16.2,,1999,30,1159,09/07/2003,57,BrM,487,1,18/07/2003
115,3165.002512,EB,38,1540,4,A,25.7,,16.2,,1999,30,1159,09/07/2003,57,BrM,487,1,18/07/2003
115,2758.489347,EB,92,1540,3,A,25.7,,16.2,,1999,30,1159,09/07/2003,57,BrM,487,1,18/07/2003
160,5107.577873,EB,13,1745,4,A,26.6,,16.7,,2002,30,1186,04/08/2003,60,ABX,489,1,03/01/2004
125,5209.683867,EB,11,1538,4,A,24.8,,15.8,,1999,30,1160,10/07/2003,62,BrF,491,0,03/08/2007
125,4335.846246,EB,41,1538,4,A,24.8,,15.8,,1999,30,1160,10/07/2003,62,BrF,491,0,03/08/2007
121,4655.11388,EB,11,1539,4,A,25.6,,16.0,,1999,30,1159,09/07/2003,62,BrM,491,1,01/08/2008
118,6093.985419,EB,11,1698,4,A,27.0,,17.1,,2001,30,1158,09/07/2003,54,ABX,484,1,26/08/2010
372,8727.400565,EB,7,912,2,A,24.1,,15.7,RB,1994,34,1415,25/07/2004,1,BrF,566,0,30/07/2008
295,677.9094605,EAF,40,2973,8,OFL,25.4,,13.4,G,2004,34,1293,05/06/2004,159,OFL,2871,1,01/01/2005
382,4554.01567,EB,17,1725,4,A,25.1,,15.6,RB,2001,34,1370,06/07/2004,155,BrF,2870,0,10/12/2005
394,4710.871185,EB,17,1570,4,A,26.0,,16.9,RB,1999,34,1427,31/07/2004,169,BrM,635,1,29/08/2004
394,3753.336147,EB,41,1570,4,A,26.0,,16.9,RB,1999,34,1427,31/07/2004,169,BrM,635,1,29/08/2004
399,1949.489095,EB,41,1155,4,A,23.1,,16.3,RB,1996,34,1428,31/07/2004,169,BrF,635,0,16/07/2007
399,3319.202718,EB,17,1155,4,A,23.1,,16.3,RB,1996,34,1428,31/07/2004,169,BrF,635,0,16/07/2007
408,4770.657215,EAF,44,1824,7,SA,25.0,,15.0,LB,2003,34,1437,04/08/2004,22,ABX,578,0,17/02/2015
387,7567.47139,EAF,20,1702,6,A,24.0,,16.2,RB,2002,34,1430,02/08/2004,23,BrM,579,1,31/08/2010
406,4177.518222,EB,18,1506,4,A,23.8,,16.4,RB,1999,34,1460,15/08/2004,25,BrF,581,0,07/01/2007
414,3424.379067,EB,18,1773,4,A,25.6,,17.2,RB,2002,34,1453,11/08/2004,27,BrM,582,1,02/09/2005
409,6246.38703,EB,18,1774,4,A,24.5,,15.9,RB,2002,34,1438,05/08/2004,28,ABX,583,1,28/08/2008
397,3203.914084,EB,17,1501,4,A,24.6,,14.9,RB,1998,34,1438,05/08/2004,28,BrF,583,0,10/08/2009
412,7286.235862,EAF,8,1787,8,SA,25.4,,17.0,LB,2002,34,1476,26/08/2004,36,BrM,587,1,02/02/2008
407,6331.888199,EB,7,1165,2,A,25.1,,17.1,RB,1996,34,1447,09/08/2004,38,BrM,588,1,29/11/2005
403,7829.947921,EB,7,441,2,A,25.0,,15.3,RB,1992,34,1447,09/08/2004,38,BrF,588,0,08/01/2007
376,5771.699366,EB,17,1766,4,A,25.3,,16.4,RB,2003,34,1417,26/07/2004,39,ABX,589,1,26/08/2008
381,6121.771567,EB,17,1743,4,A,25.3,,17.1,RB,2002,34,1419,27/07/2004,39,BrM,589,1,02/01/2009
380,5022.474333,EB,17,1415,4,A,23.8,,15.9,RB,1998,34,1417,26/07/2004,39,BrF,589,0,25/01/2013
367,1933.182905,EAF,22,1804,6,SA,25.6,,15.1,LB,2003,34,1367,05/07/2004,4,ABX,568,1,28/08/2008
310,15825.15625,EAF,3,2975,8,OFL,23.5,,14.6,G,2004,34,1301,08/06/2004,4,OFL,568,0,20/06/2006
313,3015.475342,EB,41,1532,4,A,24.0,,14.4,RB,1999,34,1301,08/06/2004,4,BrF,568,0,08/09/2010
326,7784.888553,EAF,22,2979,8,OFL,26.4,,14.9,G,2004,34,1309,11/06/2004,43,OFL,592,1,22/06/2004
326,9150.733937,EAF,21,2979,8,OFL,26.4,,14.9,G,2004,34,1309,11/06/2004,43,OFL,592,1,22/06/2004
324,538.6819624,EAF,33,2981,8,SA,24.8,,14.9,LB,2003,34,1331,21/06/2004,-3,FLOAT,3386,0,08/08/2007
324,741.6819817,EAF,26,2981,8,SA,24.8,,14.9,LB,2003,34,1331,21/06/2004,-3,FLOAT,3386,0,08/08/2007
317,3266.520029,EAF,3,2980,8,OFL,24.6,,13.9,G,2004,34,1309,11/06/2004,46,OFL,2837,1,08/01/2008
373,4671.689028,EB,14,1193,2,A,25.1,,15.6,RB,1996,34,1386,15/07/2004,48,BrF,594,0,23/08/2007
378,6133.11401,EAF,24,1361,6,A,24.0,,16.4,RB,1998,34,1428,31/07/2004,51,BrF,595,0,15/03/2010
378,4131.381776,EB,38,1361,4,A,24.0,,16.4,RB,1998,34,1428,31/07/2004,51,BrF,595,0,15/03/2010
375,3857.208386,EB,41,1698,4,A,26.7,,16.9,RB,2001,34,1432,02/08/2004,51,BrM,595,1,26/08/2010
375,5042.340808,EB,17,1698,4,A,26.7,,16.9,RB,2001,34,1432,02/08/2004,51,BrM,595,1,26/08/2010
360,3963.915683,EB,16,1739,4,A,24.7,,16.1,RB,2002,34,1361,03/07/2004,53,BrM,596,1,27/07/2008
314,3824.219899,EB,16,2972,4,A,27.2,,15.8,RB,2003,34,1278,30/05/2004,59,SEEN1,601,1,30/05/2004
314,17262.06102,EAF,13,2972,8,A,27.2,,15.8,RB,2003,34,1278,30/05/2004,59,SEEN1,601,1,30/05/2004
411,6886.16637,EB,18,1541,4,A,24.2,,16.2,RB,1999,34,1455,12/08/2004,59,BrF,601,0,09/12/2005
292,5521.84429,EB,13,1042,2,A,24.9,,15.8,RB,1996,34,1296,06/06/2004,63,BrF,604,0,30/06/2015
363,2304.694831,EAF,11,2986,8,OFL,24.9,,14.4,G,2004,34,1363,04/07/2004,69,OFL,2842,0,26/06/2015
351,5783.079889,EB,16,1782,4,A,23.6,,15.5,RB,2002,34,1356,01/07/2004,70,BrF,606,0,25/08/2010
348,18655.97049,EAF,4,1768,8,SA,26.5,,17.0,LB,2003,34,1356,01/07/2004,70,BrM,606,1,01/07/2004
401,5682.238058,EB,18,497,2,A,26.9,,17.0,RB,1993,34,1431,02/08/2004,8,BrM,570,1,31/08/2007
401,5936.677766,EB,23,497,2,A,26.9,,17.0,RB,1993,34,1431,02/08/2004,8,BrM,570,1,31/08/2007
393,4688.276912,EB,17,1742,4,A,25.4,,14.6,RB,2002,34,1420,28/07/2004,71,BrM,607,1,28/08/2008
393,3200.835725,EB,41,1742,4,A,25.4,,14.6,RB,2002,34,1420,28/07/2004,71,BrM,607,1,28/08/2008
350,8867.023138,EB,16,1742,4,A,25.3,,15.7,RB,2002,34,1356,01/07/2004,71,BrM,607,1,28/08/2008
349,7024.900775,EB,7,1244,2,A,22.0,,15.0,RB,1997,34,1353,30/06/2004,71,BrF,607,0,17/07/2008
419,6418.204259,EB,18,1559,4,A,23.5,,15.4,RB,1999,34,1448,09/08/2004,75,BrF,608,0,10/09/2009
428,4720.387015,EB,18,1802,4,A,25.8,,16.0,RB,2002,34,1451,10/08/2004,79,BrM,611,1,01/09/2010
416,22939.61669,EAF,37,1869,7,SA,24.3,,16.4,LB,2003,34,1472,22/08/2004,83,ABX,2848,1,22/01/2015
357,4996.920858,EB,16,595,4,A,24.6,,14.9,RB,1993,34,1367,05/07/2004,9,BrF,571,0,18/12/2004
325,17224.75392,EAF,9,2977,8,OFL,24.9,,14.8,G,2004,34,1304,09/06/2004,91,OFL,2852,0,03/08/2006
296,1602.814415,EAF,32,1767,8,A,27.0,,15.9,LB,2002,34,1301,08/06/2004,11,BrM,572,1,17/08/2007
296,8121.835975,EAF,25,1767,8,A,27.0,,15.9,LB,2002,34,1301,08/06/2004,11,BrM,572,1,17/08/2007
364,1740.529647,EB,16,1731,4,A,25.2,,16.0,RB,2002,34,1356,01/07/2004,112,BrM,619,1,25/07/2013
323,3468.54771,EB,16,1685,4,A,24.2,,15.0,RB,2002,34,1305,09/06/2004,116,BrF,2862,0,24/08/2010
379,4561.743003,EB,17,1756,4,A,25.2,,15.6,RB,2001,34,1420,28/07/2004,123,BrM,621,1,07/06/2005
417,3446.374162,EB,18,1616,4,A,26.0,,17.8,RB,2000,34,1446,09/08/2004,127,BrM,624,1,26/02/2012
298,5442.744238,EAF,30,1806,6,SA,25.6,,15.0,LB,2003,34,1291,04/06/2004,138,ABX,2865,1,05/08/2004
369,2286.848133,EAF,5,1275,8,A,24.5,,15.6,RB,1998,34,1369,06/07/2004,144,BrF,2868,0,22/07/2005
361,3234.498318,EAF,41,2985,7,SA,24.2,,14.1,LB,2003,34,1365,04/07/2004,47,ABX,593,0,07/09/2010
881,19743.88695,EAF,31,1577,7,OFL,25.4,25.7,16.6,,2000,39,1019,02/08/2000,54,OFL,3063,1,01/07/2013
299,5029.118081,EB,41,1608,4,A,24.4,,15.6,RB,2000,32,1266,25/05/2004,116,BrM,2795,1,13/01/2007
288,1443.520347,EAF,21,1702,6,A,23.6,,15.4,RB,2002,32,1266,25/05/2004,5,ABX,2710,1,31/08/2010
288,1438.029252,EAF,22,1702,6,A,23.6,,15.4,RB,2002,32,1266,25/05/2004,5,ABX,2710,1,31/08/2010
288,3199.045204,EB,38,1702,4,A,23.6,,15.4,RB,2002,32,1266,25/05/2004,5,ABX,2710,1,31/08/2010
286,3421.356779,EB,15,1723,4,A,26.0,,15.0,RB,2002,32,1266,25/05/2004,24,BrM,2724,1,18/12/2004
284,4323.28391,EB,41,2959,4,A,24.3,,13.9,RB,2002,32,1263,24/05/2004,54,U,2747,0,07/09/2010
289,10479.99483,EAF,18,2964,8,SA,26.1,,15.9,LB,2003,32,1266,25/05/2004,75,ABX,2765,1,19/01/2008
303,3165.451184,EAF,26,2968,8,SA,23.7,,12.2,LB,2003,32,1273,29/05/2004,55,U,2748,0,20/02/2013
303,3179.274935,EAF,39,2968,8,SA,23.7,,12.2,LB,2003,32,1273,29/05/2004,55,U,2748,0,20/02/2013
308,6186.093304,EAF,8,2969,8,OFL,26.8,,14.0,G,2004,32,1273,29/05/2004,174,OFL,2823,1,31/05/2004
331,6531.190856,EAF,37,1847,7,SA,23.6,,15.2,LB,2003,33,1317,14/06/2004,251,BrF,552,0,21/07/2004
331,3130.682397,EAF,20,1847,7,SA,23.6,,15.2,LB,2003,33,1317,14/06/2004,251,BrF,552,0,21/07/2004
330,1795.533059,EAF,18,1671,8,A,26.2,,17.1,RB,2002,33,1321,16/06/2004,253,BrM,554,1,08/08/2011
328,3120.070117,EAF,34,1670,8,A,26.4,,16.9,RB,2001,33,1340,24/06/2004,259,BrM,558,1,25/07/2006
328,3971.433192,EAF,25,1670,8,A,26.4,,16.9,RB,2001,33,1340,24/06/2004,259,BrM,558,1,25/07/2006
318,2082.560781,EAF,42,1188,7,A,25.1,,17.6,RB,1996,33,1322,16/06/2004,261,BrM,559,1,12/08/2010
352,12346.92006,EAF,46,1825,7,SA,23.9,,15.0,LB,2003,33,1341,24/06/2004,263,BrF,561,0,12/07/2007
343,4748.809547,EAF,30,1721,8,A,25.7,,17.2,RB,2001,33,1474,22/08/2004,263,BrM,561,1,19/06/2006
343,8516.498733,EAF,26,1721,8,A,25.7,,17.2,RB,2001,33,1474,22/08/2004,263,BrM,561,1,19/06/2006
339,8762.078161,EAF,18,1218,8,A,24.1,,15.2,RB,1996,33,1475,23/08/2004,269,BrF,565,0,21/09/2013
435,16835.71041,EAF,33,3085,7,FL,23.9,,14.3,G,2004,35,1502,21/12/2004,3,OFL,2875,0,21/08/2015
435,10254.02627,EAF,34,3085,7,FL,23.9,,14.3,G,2004,35,1502,21/12/2004,3,OFL,2875,0,21/08/2015
435,16680.01825,EAF,43,3085,7,FL,23.9,,14.3,G,2004,35,1502,21/12/2004,3,OFL,2875,0,21/08/2015
436,5236.670328,EB,18,1740,4,A,24.9,,15.9,RB,2001,35,1500,19/12/2004,5,BrF,2877,0,24/01/2009
437,3427.961393,EB,18,1605,4,A,23.9,,14.5,RB,2000,35,1500,19/12/2004,8,BrF,2879,0,24/02/2015
459,8834.133245,EAF,24,3087,8,OFL,25.0,,14.4,G,2004,35,1517,05/01/2005,16,OFL,2886,1,18/08/2015
442,1073.950476,EAF,30,3020,7,FL,25.8,,15.6,G,2004,35,1502,21/12/2004,20,FL,2887,1,14/07/2007
433,5327.466889,EB,18,1729,4,A,26.3,,16.9,RB,2001,35,1500,19/12/2004,20,BrM,2887,1,01/03/2015
436,5236.670328,EB,18,1740,4,A,24.9,,15.9,RB,2001,35,1500,19/12/2004,20,BrF,2887,0,24/01/2009
440,8698.209666,EAF,38,2990,7,SA,27.7,,16.0,LB,2004,35,1504,23/12/2004,63,ABX,2917,1,17/08/2010
438,1331.381158,EAF,39,3086,7,FL,24.5,,14.5,G,2004,35,1503,22/12/2004,36,FL,2898,0,09/08/2015
462,2143.879527,EB,19,1744,4,A,25.4,,15.8,,2001,35,1516,04/01/2005,60,BrM,2914,1,02/09/2010
439,4051.200732,EAF,5,3019,8,OFL,25.5,,14.4,G,2004,35,1504,23/12/2004,63,OFL,2917,1,31/12/2008
443,3449.618697,EB,38,1577,4,A,26.0,,16.6,RB,2000,35,1504,23/12/2004,63,BrM,2917,1,01/07/2013
451,8818.29346,EAF,32,3093,7,FL,26.7,,15.9,G,2004,35,1511,30/12/2004,76,FL,2927,1,28/05/2013
446,5768.907663,EB,7,1356,2,A,26.1,,17.3,RB,1997,35,1511,30/12/2004,82,BrM,2932,1,03/09/2009
456,19190.344,EAF,9,3092,8,FL,24.5,,14.5,G,2004,35,1512,31/12/2004,82,FL,2932,0,14/01/2007
453,385.847604,EAF,43,1869,7,SA,25.2,,15.8,LB,2003,35,1512,31/12/2004,83,ABX,2933,1,22/01/2015
453,197.2758168,EAF,34,1869,7,SA,25.2,,15.8,LB,2003,35,1512,31/12/2004,83,ABX,2933,1,22/01/2015
444,4754.952367,EAF,40,3090,7,SA,24.6,,,LB,2004,35,1514,02/01/2005,105,BrF,2948,0,21/07/2008
455,5745.812101,EAF,17,3000,8,SA,26.4,,15.4,LB,2004,35,1514,02/01/2005,105,ABX,2948,1,13/01/2007
457,2943.414991,EAF,6,3091,8,FL,25.0,,15.4,G,2004,35,1512,31/12/2004,113,FL,2954,0,10/01/2007
449,27974.70697,EAF,41,3094,7,OFL,25.4,,14.4,G,2004,35,1509,28/12/2004,128,OFL,2961,0,23/09/2015
458,4633.2319,EAF,22,3088,8,FL,26.4,,16.8,G,2004,35,1515,03/01/2005,134,FL,2962,1,26/11/2005
458,6596.40868,EAF,21,3088,8,FL,26.4,,16.8,G,2004,35,1515,03/01/2005,134,FL,2962,1,26/11/2005
461,2671.851665,EB,19,1617,4,A,25.1,,14.8,RB,2000,35,1514,02/01/2005,140,BrF,2967,0,03/12/2011
460,3105.015881,EAF,45,3089,7,FL,26.9,,17.7,G,2004,35,1515,03/01/2005,140,FL,2967,1,14/09/2015
